"","Participant.Private.ID","Eye.Condition","Task.Name","Spreadsheet","Trial.Number","structure","xR","yR","xL","yL","size","Reaction.Time"
"258",4333569,"Binoc","Fitts's Law","right","1","pos4Size1",74,74,26,74,20,1226
"259",4333569,"Binoc","Fitts's Law","right","1","pos4Size3",74,74,26,74,5,1347.5
"260",4333569,"Binoc","Fitts's Law","right","1","pos4Size3",74,74,26,74,5,1492.2999997139
"261",4333569,"Binoc","Fitts's Law","right","1","pos5Size3",8,46,92,46,5,1417.7000002861
"262",4333569,"Binoc","Fitts's Law","right","1","pos5Size3",8,46,92,46,5,1422.7999997139
"263",4333569,"Binoc","Fitts's Law","right","1","pos4Size2",74,74,26,74,10,930.5
"264",4333569,"Binoc","Fitts's Law","right","1","pos4Size2",74,74,26,74,10,1080.80000019073
"265",4333569,"Binoc","Fitts's Law","right","1","pos5Size1",8,46,92,46,20,1341.2000002861
"266",4333569,"Binoc","Fitts's Law","right","1","pos5Size1",8,46,92,46,20,734.900000095367
"267",4333569,"Binoc","Fitts's Law","right","1","pos3Size2",41,71,59,71,10,1072
"268",4333569,"Binoc","Fitts's Law","right","1","pos3Size2",41,71,59,71,10,1015.09999990463
"269",4333569,"Binoc","Fitts's Law","right","1","pos1Size2",40,40,60,40,10,1059.7000002861
"270",4333569,"Binoc","Fitts's Law","right","1","pos1Size2",40,40,60,40,10,1025.30000019073
"271",4333569,"Binoc","Fitts's Law","right","1","pos2Size3",20,25,80,25,5,910.099999904633
"272",4333569,"Binoc","Fitts's Law","right","1","pos2Size3",20,25,80,25,5,963.200000286102
"273",4333569,"Binoc","Fitts's Law","right","1","pos1Size3",40,40,60,40,5,1197.5
"274",4333569,"Binoc","Fitts's Law","right","1","pos1Size3",40,40,60,40,5,1204.5
"275",4333569,"Binoc","Fitts's Law","right","1","pos2Size1",20,25,80,25,20,1150.2000002861
"276",4333569,"Binoc","Fitts's Law","right","1","pos2Size1",20,25,80,25,20,626.900000095367
"277",4333569,"Binoc","Fitts's Law","right","2","pos5Size1",8,46,92,46,20,691.89999961853
"278",4333569,"Binoc","Fitts's Law","right","2","pos5Size1",8,46,92,46,20,706.599999904633
"279",4333569,"Binoc","Fitts's Law","right","2","pos2Size2",20,25,80,25,10,1021.40000009537
"280",4333569,"Binoc","Fitts's Law","right","2","pos2Size2",20,25,80,25,10,645.900000095367
"281",4333569,"Binoc","Fitts's Law","right","2","pos3Size3",41,71,59,71,5,741.199999809265
"282",4333569,"Binoc","Fitts's Law","right","2","pos3Size3",41,71,59,71,5,1194
"283",4333569,"Binoc","Fitts's Law","right","2","pos4Size1",74,74,26,74,20,989.199999809265
"284",4333569,"Binoc","Fitts's Law","right","2","pos4Size1",74,74,26,74,20,1145.09999990463
"285",4333569,"Binoc","Fitts's Law","right","2","pos1Size3",40,40,60,40,5,990.799999713898
"286",4333569,"Binoc","Fitts's Law","right","2","pos1Size3",40,40,60,40,5,1103.7000002861
"287",4333569,"Binoc","Fitts's Law","right","2","pos4Size2",74,74,26,74,10,1029.5
"288",4333569,"Binoc","Fitts's Law","right","2","pos4Size2",74,74,26,74,10,1047.09999990463
"289",4333569,"Binoc","Fitts's Law","right","2","pos3Size1",41,71,59,71,20,1017.59999990463
"290",4333569,"Binoc","Fitts's Law","right","2","pos3Size1",41,71,59,71,20,955.5
"291",4333569,"Binoc","Fitts's Law","right","2","pos2Size1",20,25,80,25,20,920.400000095367
"292",4333569,"Binoc","Fitts's Law","right","2","pos2Size1",20,25,80,25,20,796.900000095367
"293",4333569,"Binoc","Fitts's Law","right","2","pos4Size3",74,74,26,74,5,681
"294",4333569,"Binoc","Fitts's Law","right","2","pos4Size3",74,74,26,74,5,1384
"295",4333569,"Binoc","Fitts's Law","right","2","pos5Size3",8,46,92,46,5,1159.39999961853
"296",4333569,"Binoc","Fitts's Law","right","2","pos5Size3",8,46,92,46,5,1005
"297",4333569,"Binoc","Fitts's Law","right","2","pos1Size2",40,40,60,40,10,734.5
"298",4333569,"Binoc","Fitts's Law","right","2","pos1Size2",40,40,60,40,10,988.700000286102
"299",4333569,"Binoc","Fitts's Law","right","2","pos1Size1",40,40,60,40,20,850.800000190735
"300",4333569,"Binoc","Fitts's Law","right","2","pos1Size1",40,40,60,40,20,695
"301",4333569,"Binoc","Fitts's Law","right","2","pos2Size3",20,25,80,25,5,910.900000095367
"302",4333569,"Binoc","Fitts's Law","right","2","pos2Size3",20,25,80,25,5,856.199999809265
"303",4333569,"Binoc","Fitts's Law","right","2","pos3Size2",41,71,59,71,10,680.300000190735
"304",4333569,"Binoc","Fitts's Law","right","2","pos3Size2",41,71,59,71,10,1111.69999980927
"305",4333569,"Binoc","Fitts's Law","right","2","pos5Size2",8,46,92,46,10,882.800000190735
"306",4333569,"Binoc","Fitts's Law","right","2","pos5Size2",8,46,92,46,10,755.5
"307",4333569,"Binoc","Fitts's Law","right","3","pos1Size3",40,40,60,40,5,722.700000286102
"308",4333569,"Binoc","Fitts's Law","right","3","pos1Size3",40,40,60,40,5,1016.40000009537
"309",4333569,"Binoc","Fitts's Law","right","3","pos5Size1",8,46,92,46,20,871.699999809265
"310",4333569,"Binoc","Fitts's Law","right","3","pos5Size1",8,46,92,46,20,646.5
"311",4333569,"Binoc","Fitts's Law","right","3","pos5Size2",8,46,92,46,10,733.699999809265
