Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,structure,displayR,xR,yR,xL,yL,size,displayL
27,1627147685015,24/07/2021 17:28:05,1627147729882,1,24/07/2021 18:28:49,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,2,1,1,noTarget,Zone1,response_button_image,1628.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
28,1627147686663,24/07/2021 17:28:06,1627147731521,1,24/07/2021 18:28:51,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,2,1,2,target,Zone2,response_button_image,1628.5999999046326,,,redSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
29,1627147688204,24/07/2021 17:28:08,1627147733078,1,24/07/2021 18:28:53,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,5,1,1,noTarget,Zone1,response_button_image,1539.5999999046326,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
30,1627147690333,24/07/2021 17:28:10,1627147735160,1,24/07/2021 18:28:55,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,5,1,2,target,Zone2,response_button_image,2071.800000190735,,,redSquare.png,1,0,1,0,,,,,1,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
31,1627147692498,24/07/2021 17:28:12,1627147737320,1,24/07/2021 18:28:57,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,10,1,1,noTarget,Zone1,response_button_image,2135.7000000476837,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
32,1627147694384,24/07/2021 17:28:14,1627147739244,1,24/07/2021 18:28:59,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,10,1,2,target,Zone2,response_button_image,1913.5,,,redSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
33,1627147696669,24/07/2021 17:28:16,1627147741318,1,24/07/2021 18:29:01,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,29,2,1,noTarget,Zone1,response_button_image,2055,,,orangeSquare.png,1,0,1,0,,,,,2,pos3Size3R,,pos3Size3,,41,71,59,71,5,pos3Size3L
34,1627147698635,24/07/2021 17:28:18,1627147743320,1,24/07/2021 18:29:03,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,29,2,2,target,Zone2,response_button_image,1992.2000000476837,,,redSquare.png,1,0,1,0,,,,,2,pos3Size3R,,pos3Size3,,41,71,59,71,5,pos3Size3L
35,1627147700275,24/07/2021 17:28:20,1627147744924,1,24/07/2021 18:29:04,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,22,2,1,noTarget,Zone1,response_button_image,1584.3000001907349,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size2R,,pos1Size2,,40,40,60,40,10,pos1Size2L
36,1627147701812,24/07/2021 17:28:21,1627147746479,1,24/07/2021 18:29:06,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,22,2,2,target,Zone2,response_button_image,1544.8000001907349,,,redSquare.png,1,0,1,0,,,,,2,pos1Size2R,,pos1Size2,,40,40,60,40,10,pos1Size2L
37,1627147703655,24/07/2021 17:28:23,1627147748322,1,24/07/2021 18:29:08,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,20,2,1,noTarget,Zone1,response_button_image,1822.2999999523163,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
38,1627147705468,24/07/2021 17:28:25,1627147750153,1,24/07/2021 18:29:10,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,20,2,2,target,Zone2,response_button_image,1822.7000000476837,,,redSquare.png,1,0,1,0,,,,,2,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
39,1627147707609,24/07/2021 17:28:27,1627147752271,1,24/07/2021 18:29:12,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,30,2,1,noTarget,Zone1,response_button_image,2096.0999999046326,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size3R,,pos4Size3,,74,74,26,74,5,pos4Size3L
40,1627147709939,24/07/2021 17:28:29,1627147754592,1,24/07/2021 18:29:14,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,30,2,2,target,Zone2,response_button_image,2313.5,,,redSquare.png,1,0,1,0,,,,,2,pos4Size3R,,pos4Size3,,74,74,26,74,5,pos4Size3L
41,1627147712178,24/07/2021 17:28:32,1627147756853,1,24/07/2021 18:29:16,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,26,2,1,noTarget,Zone1,response_button_image,2243.899999856949,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
42,1627147713604,24/07/2021 17:28:33,1627147758273,1,24/07/2021 18:29:18,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,26,2,2,target,Zone2,response_button_image,1407.0999999046326,,,redSquare.png,1,0,1,0,,,,,2,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
43,1627147714982,24/07/2021 17:28:34,1627147759754,1,24/07/2021 18:29:19,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,31,2,1,noTarget,Zone1,response_button_image,1464.1999998092651,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
44,1627147716618,24/07/2021 17:28:36,1627147761264,1,24/07/2021 18:29:21,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,31,2,2,target,Zone2,response_button_image,1497.4000000953674,,,redSquare.png,1,0,1,0,,,,,2,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
45,1627147718231,24/07/2021 17:28:38,1627147762890,1,24/07/2021 18:29:22,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,21,2,1,noTarget,Zone1,response_button_image,1606.1000001430511,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
46,1627147719746,24/07/2021 17:28:39,1627147764406,1,24/07/2021 18:29:24,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,21,2,2,target,Zone2,response_button_image,1502.5999999046326,,,redSquare.png,1,0,1,0,,,,,2,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
47,1627147721651,24/07/2021 17:28:41,1627147766309,1,24/07/2021 18:29:26,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,28,2,1,noTarget,Zone1,response_button_image,1884.0999999046326,,,orangeSquare.png,1,0,1,0,,,,,2,pos2Size3R,,pos2Size3,,20,25,80,25,5,pos2Size3L
48,1627147723170,24/07/2021 17:28:43,1627147768038,1,24/07/2021 18:29:28,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,28,2,2,target,Zone2,response_button_image,1720.5,,,redSquare.png,1,0,1,0,,,,,2,pos2Size3R,,pos2Size3,,20,25,80,25,5,pos2Size3L
49,1627147724854,24/07/2021 17:28:44,1627147769727,1,24/07/2021 18:29:29,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,24,2,1,noTarget,Zone1,response_button_image,1673.1999998092651,,,orangeSquare.png,1,0,1,0,,,,,2,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
50,1627147726546,24/07/2021 17:28:46,1627147771411,1,24/07/2021 18:29:31,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,24,2,2,target,Zone2,response_button_image,1679.5999999046326,,,redSquare.png,1,0,1,0,,,,,2,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
51,1627147728532,24/07/2021 17:28:48,1627147773399,1,24/07/2021 18:29:33,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,27,2,1,noTarget,Zone1,response_button_image,1968.8999998569489,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
52,1627147730240,24/07/2021 17:28:50,1627147775087,1,24/07/2021 18:29:35,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,27,2,2,target,Zone2,response_button_image,1677.7999999523163,,,redSquare.png,1,0,1,0,,,,,2,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
53,1627147732139,24/07/2021 17:28:52,1627147777012,1,24/07/2021 18:29:37,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,18,2,1,noTarget,Zone1,response_button_image,1900.4000000953674,,,orangeSquare.png,1,0,1,0,,,,,2,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
54,1627147733701,24/07/2021 17:28:53,1627147778577,1,24/07/2021 18:29:38,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,18,2,2,target,Zone2,response_button_image,1551.1000001430511,,,redSquare.png,1,0,1,0,,,,,2,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
55,1627147735600,24/07/2021 17:28:55,1627147780456,1,24/07/2021 18:29:40,53563,19,task-osyu,,14559040,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Fitts's Law,8,oneFirst,,,,,183,Right,183,Right,right,right,19,2,1,noTarget,Zone1,response_button_image,1849.2000000476837,,,orangeSquare.png,1,0,1,0,,,,,2,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
