Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1632063572167,19/09/2021 14:59:32,1632063571492,1,19/09/2021 15:59:31,53563,20,task-kiig,,15848878,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Both eyes,6,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1632063575459,19/09/2021 14:59:35,1632063574815,1,19/09/2021 15:59:34,53563,20,task-kiig,,15848878,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Both eyes,6,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3302.0999999996275,,,,,0,1,0,,,,,,instructions
3,1632063575599,19/09/2021 14:59:35,1632063574819,1,19/09/2021 15:59:34,53563,20,task-kiig,,15848878,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Both eyes,6,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,END TASK,,,,,3326,,,,,0,1,0,,,,,,
1,1634208673481,14/10/2021 10:51:13,1634208673328,1,14/10/2021 11:51:13,53563,20,task-kiig,,16377838,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Both eyes,6,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1634208675958,14/10/2021 10:51:15,1634208675866,1,14/10/2021 11:51:15,53563,20,task-kiig,,16377838,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Both eyes,6,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2515,,,,,0,1,0,,,,,,instructions
3,1634208676089,14/10/2021 10:51:16,1634208675870,1,14/10/2021 11:51:15,53563,20,task-kiig,,16377838,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Both eyes,6,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,,,END TASK,,,,,2542,,,,,0,1,0,,,,,,
1,1637528755408,21/11/2021 21:05:55,1637528755272,0,21/11/2021 21:05:55,53563,20,task-kiig,,17360890,BLIND,5122499,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1280x854,1280x711,,Both eyes,6,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1637528758576,21/11/2021 21:05:58,1637528758491,0,21/11/2021 21:05:58,53563,20,task-kiig,,17360890,BLIND,5122499,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1280x854,1280x711,,Both eyes,6,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3198,,,,,0,1,0,,,,,,instructions
3,1637528758681,21/11/2021 21:05:58,1637528758494,0,21/11/2021 21:05:58,53563,20,task-kiig,,17360890,BLIND,5122499,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1280x854,1280x711,,Both eyes,6,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,,,END TASK,,,,,3222,,,,,0,1,0,,,,,,
END OF FILE
