Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,structure,displayR,xR,yR,xL,yL,size,displayL
14,1632064607053,19/09/2021 15:16:47,1632064606406,1,19/09/2021 16:16:46,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,15,1,2,target,Zone2,response_button_image,1661.199999999255,,,redSquare.png,1,0,1,0,,,,,1,pos4Size3R,,pos4Size3,,74,74,26,74,5,pos4Size3L
15,1632064608329,19/09/2021 15:16:48,1632064607678,1,19/09/2021 16:16:47,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,8,1,1,noTarget,Zone1,response_button_image,1266.300000000745,,,orangeSquare.png,1,0,1,0,,,,,1,pos2Size2R,,pos2Size2,,20,25,80,25,10,pos2Size2L
16,1632064609402,19/09/2021 15:16:49,1632064608766,1,19/09/2021 16:16:48,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,8,1,2,target,Zone2,response_button_image,1085.300000000745,,,redSquare.png,1,0,1,0,,,,,1,pos2Size2R,,pos2Size2,,20,25,80,25,10,pos2Size2L
17,1632064610668,19/09/2021 15:16:50,1632064610038,1,19/09/2021 16:16:50,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,16,1,1,noTarget,Zone1,response_button_image,1265.0999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
18,1632064611926,19/09/2021 15:16:51,1632064611286,1,19/09/2021 16:16:51,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,16,1,2,target,Zone2,response_button_image,1244.5999999996275,,,redSquare.png,1,0,1,0,,,,,1,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
19,1632064613072,19/09/2021 15:16:53,1632064612414,1,19/09/2021 16:16:52,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,10,1,1,noTarget,Zone1,response_button_image,1122.5999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
20,1632064614815,19/09/2021 15:16:54,1632064614182,1,19/09/2021 16:16:54,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,10,1,2,target,Zone2,response_button_image,1764.0999999996275,,,redSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
21,1632064616074,19/09/2021 15:16:56,1632064615446,1,19/09/2021 16:16:55,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,5,1,1,noTarget,Zone1,response_button_image,1258.5999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
22,1632064617434,19/09/2021 15:16:57,1632064616758,1,19/09/2021 16:16:56,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,5,1,2,target,Zone2,response_button_image,1308.699999999255,,,redSquare.png,1,0,1,0,,,,,1,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
23,1632064618549,19/09/2021 15:16:58,1632064617918,1,19/09/2021 16:16:57,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,11,1,1,noTarget,Zone1,response_button_image,1155.1000000014901,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
24,1632064619591,19/09/2021 15:16:59,1632064618958,1,19/09/2021 16:16:58,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,11,1,2,target,Zone2,response_button_image,1037.4000000003725,,,redSquare.png,1,0,1,0,,,,,1,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
25,1632064620639,19/09/2021 15:17:00,1632064619998,1,19/09/2021 16:16:59,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,6,1,1,noTarget,Zone1,response_button_image,1035.0999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
26,1632064621609,19/09/2021 15:17:01,1632064620966,1,19/09/2021 16:17:00,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,6,1,2,target,Zone2,response_button_image,965.4000000003725,,,redSquare.png,1,0,1,0,,,,,1,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
27,1632064622757,19/09/2021 15:17:02,1632064622118,1,19/09/2021 16:17:02,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,3,1,1,noTarget,Zone1,response_button_image,1146.9000000003725,,,orangeSquare.png,1,0,1,0,,,,,1,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
28,1632064623882,19/09/2021 15:17:03,1632064623238,1,19/09/2021 16:17:03,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,3,1,2,target,Zone2,response_button_image,1116.5999999996275,,,redSquare.png,1,0,1,0,,,,,1,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
29,1632064624985,19/09/2021 15:17:04,1632064624342,1,19/09/2021 16:17:04,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,4,1,1,noTarget,Zone1,response_button_image,1098.5999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
30,1632064626148,19/09/2021 15:17:06,1632064625502,1,19/09/2021 16:17:05,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,4,1,2,target,Zone2,response_button_image,1157.4000000003725,,,redSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
31,1632064627344,19/09/2021 15:17:07,1632064626702,1,19/09/2021 16:17:06,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,2,1,1,noTarget,Zone1,response_button_image,1195.0999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
32,1632064628286,19/09/2021 15:17:08,1632064627638,1,19/09/2021 16:17:07,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,2,1,2,target,Zone2,response_button_image,933.2000000011176,,,redSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
33,1632064629559,19/09/2021 15:17:09,1632064628918,1,19/09/2021 16:17:08,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,30,2,1,noTarget,Zone1,response_button_image,1275.4000000003725,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size3R,,pos4Size3,,74,74,26,74,5,pos4Size3L
34,1632064630936,19/09/2021 15:17:10,1632064630294,1,19/09/2021 16:17:10,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,30,2,2,target,Zone2,response_button_image,1373.0999999996275,,,redSquare.png,1,0,1,0,,,,,2,pos4Size3R,,pos4Size3,,74,74,26,74,5,pos4Size3L
35,1632064632377,19/09/2021 15:17:12,1632064631726,1,19/09/2021 16:17:11,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,24,2,1,noTarget,Zone1,response_button_image,1427.199999999255,,,orangeSquare.png,1,0,1,0,,,,,2,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
36,1632064633998,19/09/2021 15:17:13,1632064633350,1,19/09/2021 16:17:13,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,24,2,2,target,Zone2,response_button_image,1621,,,redSquare.png,1,0,1,0,,,,,2,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
37,1632064635558,19/09/2021 15:17:15,1632064634910,1,19/09/2021 16:17:14,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,26,2,1,noTarget,Zone1,response_button_image,1554.9000000003725,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
38,1632064636433,19/09/2021 15:17:16,1632064635798,1,19/09/2021 16:17:15,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,26,2,2,target,Zone2,response_button_image,885.0999999996275,,,redSquare.png,1,0,1,0,,,,,2,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
39,1632064637766,19/09/2021 15:17:17,1632064637126,1,19/09/2021 16:17:17,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,27,2,1,noTarget,Zone1,response_button_image,1323.0999999996275,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
40,1632064638903,19/09/2021 15:17:18,1632064638246,1,19/09/2021 16:17:18,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,27,2,2,target,Zone2,response_button_image,1117.4000000003725,,,redSquare.png,1,0,1,0,,,,,2,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
41,1632064640916,19/09/2021 15:17:20,1632064640262,1,19/09/2021 16:17:20,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,17,2,1,noTarget,Zone1,response_button_image,2010.800000000745,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
42,1632064641916,19/09/2021 15:17:21,1632064641270,1,19/09/2021 16:17:21,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,17,2,2,target,Zone2,response_button_image,1005.0999999996275,,,redSquare.png,1,0,1,0,,,,,2,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
43,1632064642937,19/09/2021 15:17:22,1632064642302,1,19/09/2021 16:17:22,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,19,2,1,noTarget,Zone1,response_button_image,1026.7999999988824,,,orangeSquare.png,1,0,1,0,,,,,2,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
44,1632064644130,19/09/2021 15:17:24,1632064643478,1,19/09/2021 16:17:23,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,19,2,2,target,Zone2,response_button_image,1173.199999999255,,,redSquare.png,1,0,1,0,,,,,2,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
45,1632064645579,19/09/2021 15:17:25,1632064644934,1,19/09/2021 16:17:24,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,20,2,1,noTarget,Zone1,response_button_image,1450.5,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
46,1632064646709,19/09/2021 15:17:26,1632064646070,1,19/09/2021 16:17:26,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,20,2,2,target,Zone2,response_button_image,1133.4000000003725,,,redSquare.png,1,0,1,0,,,,,2,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
47,1632064648255,19/09/2021 15:17:28,1632064647598,1,19/09/2021 16:17:27,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,22,2,1,noTarget,Zone1,response_button_image,1523,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size2R,,pos1Size2,,40,40,60,40,10,pos1Size2L
48,1632064649478,19/09/2021 15:17:29,1632064648838,1,19/09/2021 16:17:28,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,22,2,2,target,Zone2,response_button_image,1237.4000000003725,,,redSquare.png,1,0,1,0,,,,,2,pos1Size2R,,pos1Size2,,40,40,60,40,10,pos1Size2L
49,1632064650435,19/09/2021 15:17:30,1632064649798,1,19/09/2021 16:17:29,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,25,2,1,noTarget,Zone1,response_button_image,954.3000000007451,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
50,1632064651699,19/09/2021 15:17:31,1632064651045,1,19/09/2021 16:17:31,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,25,2,2,target,Zone2,response_button_image,1245,,,redSquare.png,1,0,1,0,,,,,2,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
51,1632064653061,19/09/2021 15:17:33,1632064652413,1,19/09/2021 16:17:32,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,21,2,1,noTarget,Zone1,response_button_image,1363.5,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
52,1632064653936,19/09/2021 15:17:33,1632064653286,1,19/09/2021 16:17:33,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,21,2,2,target,Zone2,response_button_image,869.5999999996275,,,redSquare.png,1,0,1,0,,,,,2,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
53,1632064654813,19/09/2021 15:17:34,1632064654181,1,19/09/2021 16:17:34,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,31,2,1,noTarget,Zone1,response_button_image,889.5999999996275,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
54,1632064655864,19/09/2021 15:17:35,1632064655150,1,19/09/2021 16:17:35,53563,20,task-sgnv,,15849158,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,31,2,2,target,Zone2,response_button_image,965.5,,,redSquare.png,1,0,1,0,,,,,2,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
