Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Randomise questionnaire elements?,END QUESTIONNAIRE
1,1632062673449,19/09/2021 14:44:33,1632062672779,1,19/09/2021 15:44:32,53563,20,questionnaire-ht7m,,15848438,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x881,,Information sheet and consent ,9,bothFirst,168,Right,168,Right,,,,,No,3382
1,1633941758159,11/10/2021 08:42:38,1633941758529,1,11/10/2021 09:42:38,53563,20,questionnaire-ht7m,,16291208,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Information sheet and consent ,9,oneFirst,,,,,168,Right,168,Right,No,186178
1,1634207422472,14/10/2021 10:30:22,1634207422345,1,14/10/2021 11:30:22,53563,20,questionnaire-ht7m,,16377313,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x753,,Information sheet and consent ,9,bothFirst,152,Right,152,Right,,,,,No,143356
1,1636895663542,14/11/2021 13:14:23,1636895673629,0,14/11/2021 13:14:33,53563,20,questionnaire-ht7m,,17143179,BLIND,5063232,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1536x864,1536x754,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,397220
1,1637528241209,21/11/2021 20:57:21,1637528241096,0,21/11/2021 20:57:21,53563,20,questionnaire-ht7m,,17360743,BLIND,5122499,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.53,1280x854,1280x711,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,24194
1,1637571559034,22/11/2021 08:59:19,1637571558998,0,22/11/2021 08:59:18,53563,20,questionnaire-ht7m,,17365740,BLIND,5123950,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1600x900,1600x757,,Information sheet and consent ,9,oneFirst,,,,,183,Right,183,Right,No,56697
1,1637600219264,22/11/2021 16:56:59,1637600219099,0,22/11/2021 16:56:59,53563,20,questionnaire-ht7m,,17380772,BLIND,5128386,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.29,1536x864,1536x722,,Information sheet and consent ,9,oneFirst,,,,,173,Right,173,Right,No,23184
END OF FILE
