Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1627564934219,29/07/2021 13:22:14,1627564934155,1,29/07/2021 14:22:14,53563,19,task-ptdz,,14679880,wr2yc4aa,4372219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1472x678,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627564936756,29/07/2021 13:22:16,1627564936711,1,29/07/2021 14:22:16,53563,19,task-ptdz,,14679880,wr2yc4aa,4372219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1472x678,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2494.6999999955297,,,,,0,1,0,,,,,,intro,
3,1627564985819,29/07/2021 13:23:05,1627564985780,1,29/07/2021 14:23:05,53563,19,task-ptdz,,14679880,wr2yc4aa,4372219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1472x678,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,49051.39999999851,,,,,0,1,0,,,,,,video,
4,1627564995007,29/07/2021 13:23:15,1627564994975,1,29/07/2021 14:23:14,53563,19,task-ptdz,,14679880,wr2yc4aa,4372219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1472x678,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,9183.89999999851,,,,,0,1,0,,,,,,instructions,
5,1627564996147,29/07/2021 13:23:16,1627564996105,1,29/07/2021 14:23:16,53563,19,task-ptdz,,14679880,wr2yc4aa,4372219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1472x678,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1114.1000000014901,,,Right,1,0,1,0,,,,,,response,
6,1627564996209,29/07/2021 13:23:16,1627564996109,1,29/07/2021 14:23:16,53563,19,task-ptdz,,14679880,wr2yc4aa,4372219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1472x678,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,,,END TASK,,,,,61954,,,,,0,1,0,,,,,,,
1,1627568917139,29/07/2021 14:28:37,1627568917243,1,29/07/2021 15:28:37,53563,19,task-ptdz,,14683043,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1536x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627568921436,29/07/2021 14:28:41,1627568921657,1,29/07/2021 15:28:41,53563,19,task-ptdz,,14683043,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4341.300000011921,,,,,0,1,0,,,,,,intro,
3,1627569022716,29/07/2021 14:30:22,1627569022881,1,29/07/2021 15:30:22,53563,19,task-ptdz,,14683043,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,101205.30000001192,,,,,0,1,0,,,,,,video,
4,1627569045275,29/07/2021 14:30:45,1627569045473,1,29/07/2021 15:30:45,53563,19,task-ptdz,,14683043,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,22578.799999952316,,,,,0,1,0,,,,,,instructions,
5,1627569329840,29/07/2021 14:35:29,1627569329696,1,29/07/2021 15:35:29,53563,19,task-ptdz,,14683043,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,284192.8000000119,,,Right,1,0,1,0,,,,,,response,
6,1627569329919,29/07/2021 14:35:29,1627569329702,1,29/07/2021 15:35:29,53563,19,task-ptdz,,14683043,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1519x754,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,END TASK,,,,,412459,,,,,0,1,0,,,,,,,
1,1627616660294,30/07/2021 03:44:20,1627616659497,-4,29/07/2021 23:44:19,53563,19,task-ptdz,,14701307,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Eye dominance,4,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627616666422,30/07/2021 03:44:26,1627616665701,-4,29/07/2021 23:44:25,53563,19,task-ptdz,,14701307,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Eye dominance,4,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6151.000000000001,,,,,0,1,0,,,,,,intro,
3,1627616698485,30/07/2021 03:44:58,1627616697767,-4,29/07/2021 23:44:57,53563,19,task-ptdz,,14701307,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Eye dominance,4,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,32049,,,,,0,1,0,,,,,,video,
4,1627616703688,30/07/2021 03:45:03,1627616702971,-4,29/07/2021 23:45:02,53563,19,task-ptdz,,14701307,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Eye dominance,4,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5189,,,,,0,1,0,,,,,,instructions,
5,1627616705759,30/07/2021 03:45:05,1627616705025,-4,29/07/2021 23:45:05,53563,19,task-ptdz,,14701307,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Eye dominance,4,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2022,,,Left,1,0,1,0,,,,,,response,
6,1627616705915,30/07/2021 03:45:05,1627616705029,-4,29/07/2021 23:45:05,53563,19,task-ptdz,,14701307,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Eye dominance,4,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,,,END TASK,,,,,45532,,,,,0,1,0,,,,,,,
1,1627647228226,30/07/2021 12:13:48,1627647228161,1,30/07/2021 13:13:48,53563,19,task-ptdz,,14706574,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627647236117,30/07/2021 12:13:56,1627647236039,1,30/07/2021 13:13:56,53563,19,task-ptdz,,14706574,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,7747.7100000251085,,,,,0,1,0,,,,,,intro,
3,1627647379135,30/07/2021 12:16:19,1627647379040,1,30/07/2021 13:16:19,53563,19,task-ptdz,,14706574,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,142964.03000003193,,,,,0,1,0,,,,,,video,
4,1627647414168,30/07/2021 12:16:54,1627647414067,1,30/07/2021 13:16:54,53563,19,task-ptdz,,14706574,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,34989.41499995999,,,,,0,1,0,,,,,,instructions,
5,1627647417445,30/07/2021 12:16:57,1627647417453,1,30/07/2021 13:16:57,53563,19,task-ptdz,,14706574,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,3353.099999949336,,,Left,1,0,1,0,,,,,,response,
6,1627647417594,30/07/2021 12:16:57,1627647417459,1,30/07/2021 13:16:57,53563,19,task-ptdz,,14706574,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,,,END TASK,,,,,189298,,,,,0,1,0,,,,,,,
1,1627663348381,30/07/2021 16:42:28,1627663348980,-4,30/07/2021 12:42:28,53563,19,task-ptdz,,14718415,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627663364335,30/07/2021 16:42:44,1627663364954,-4,30/07/2021 12:42:44,53563,19,task-ptdz,,14718415,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15938.200000047684,,,,,0,1,0,,,,,,intro,
3,1627663407919,30/07/2021 16:43:27,1627663408550,-4,30/07/2021 12:43:28,53563,19,task-ptdz,,14718415,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,43584.89999997616,,,,,0,1,0,,,,,,video,
4,1627663450608,30/07/2021 16:44:10,1627663451255,-4,30/07/2021 12:44:11,53563,19,task-ptdz,,14718415,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,42692.39999997616,,,,,0,1,0,,,,,,instructions,
5,1627663452545,30/07/2021 16:44:12,1627663453190,-4,30/07/2021 12:44:13,53563,19,task-ptdz,,14718415,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1927.3999999761581,,,Left,1,0,1,0,,,,,,response,
6,1627663452796,30/07/2021 16:44:12,1627663453193,-4,30/07/2021 12:44:13,53563,19,task-ptdz,,14718415,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,END TASK,,,,,104213,,,,,0,1,0,,,,,,,
1,1627831057654,01/08/2021 15:17:37,1627831057539,1,01/08/2021 16:17:37,53563,19,task-ptdz,,14747570,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627831062163,01/08/2021 15:17:42,1627831062091,1,01/08/2021 16:17:42,53563,19,task-ptdz,,14747570,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4490.4000000059605,,,,,0,1,0,,,,,,intro,
3,1627831113942,01/08/2021 15:18:33,1627831113877,1,01/08/2021 16:18:33,53563,19,task-ptdz,,14747570,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,51769.70000001788,,,,,0,1,0,,,,,,video,
4,1627831143931,01/08/2021 15:19:03,1627831143872,1,01/08/2021 16:19:03,53563,19,task-ptdz,,14747570,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,29985.19999998808,,,,,0,1,0,,,,,,instructions,
5,1627831148132,01/08/2021 15:19:08,1627831148094,1,01/08/2021 16:19:08,53563,19,task-ptdz,,14747570,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,4209.4000000059605,,,Right,1,0,1,0,,,,,,response,
6,1627831148215,01/08/2021 15:19:08,1627831148097,1,01/08/2021 16:19:08,53563,19,task-ptdz,,14747570,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Eye dominance,4,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,END TASK,,,,,90558,,,,,0,1,0,,,,,,,
1,1627941635167,02/08/2021 22:00:35,1627941632878,1,02/08/2021 23:00:32,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627941696203,02/08/2021 22:01:36,1627941690966,1,02/08/2021 23:01:30,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,57948.5,,,,,0,1,0,,,,,,intro,
3,1627941698367,02/08/2021 22:01:38,1627941695964,1,02/08/2021 23:01:35,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,1,0,1,0,,,,,,video,
4,1627941707324,02/08/2021 22:01:47,1627941702992,1,02/08/2021 23:01:42,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,2,0,1,0,,,,,,video,
5,1627941707969,02/08/2021 22:01:47,1627941704529,1,02/08/2021 23:01:44,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,13521.900000000023,,,,,0,1,0,,,,,,video,
6,1627941721885,02/08/2021 22:02:01,1627941719760,1,02/08/2021 23:01:59,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,15207.400000000023,,,,,0,1,0,,,,,,instructions,
7,1627941722541,02/08/2021 22:02:02,1627941720850,1,02/08/2021 23:02:00,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1055.8000000000466,,,Left,1,0,1,0,,,,,,response,
8,1627941723776,02/08/2021 22:02:03,1627941720856,1,02/08/2021 23:02:00,53563,19,task-ptdz,,14784485,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,END TASK,,,,,87978,,,,,0,1,0,,,,,,,
1,1627996133437,03/08/2021 13:08:53,1627996133313,-4,03/08/2021 09:08:53,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1627996137679,03/08/2021 13:08:57,1627996137591,-4,03/08/2021 09:08:57,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4205.700000047684,,,,,0,1,0,,,,,,intro,
3,1627996142751,03/08/2021 13:09:02,1627996142569,-4,03/08/2021 09:09:02,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,1,0,1,0,,,,,,video,
4,1627996195568,03/08/2021 13:09:55,1627996195162,-4,03/08/2021 09:09:55,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,57552.59999990463,,,,,0,1,0,,,,,,video,
5,1627996203578,03/08/2021 13:10:03,1627996203194,-4,03/08/2021 09:10:03,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,8021.700000047684,,,,,0,1,0,,,,,,instructions,
6,1627996205273,03/08/2021 13:10:05,1627996205209,-4,03/08/2021 09:10:05,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2001.6000001430511,,,Right,1,0,1,0,,,,,,response,
7,1627996205595,03/08/2021 13:10:05,1627996205211,-4,03/08/2021 09:10:05,53563,19,task-ptdz,,14798676,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,,,END TASK,,,,,71898,,,,,0,1,0,,,,,,,
1,1628065957609,04/08/2021 08:32:37,1628065955923,2,04/08/2021 10:32:35,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1628065989854,04/08/2021 08:33:09,1628065988212,2,04/08/2021 10:33:08,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,31987.90000000596,,,,,0,1,0,,,,,,intro,
3,1628066034339,04/08/2021 08:33:54,1628066032675,2,04/08/2021 10:33:52,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
4,1628066041518,04/08/2021 08:34:01,1628066039865,2,04/08/2021 10:33:59,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_embedded_youtube_api,,,,ERROR: The YouTube video took too long to load or the play command was blocked,1,0,1,0,,,,,,video,
5,1628066064509,04/08/2021 08:34:24,1628066062871,2,04/08/2021 10:34:22,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,27947.5,,,,,0,1,0,,,,,,video,
6,1628066066788,04/08/2021 08:34:26,1628066065134,2,04/08/2021 10:34:25,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2215,,,,,0,1,0,,,,,,instructions,
7,1628066068010,04/08/2021 08:34:28,1628066066345,2,04/08/2021 10:34:26,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1169.4000000059605,,,Right,1,0,1,0,,,,,,response,
8,1628066068323,04/08/2021 08:34:28,1628066066350,2,04/08/2021 10:34:26,53563,19,task-ptdz,,14854123,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Eye dominance,4,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,END TASK,,,,,33676,,,,,0,1,0,,,,,,,
1,1628093203749,04/08/2021 16:06:43,1628093318068,1,04/08/2021 17:08:38,53563,19,task-ptdz,,14869192,0k9g67qa,4429865,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x578,,Eye dominance,4,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1628093208178,04/08/2021 16:06:48,1628093322884,1,04/08/2021 17:08:42,53563,19,task-ptdz,,14869192,0k9g67qa,4429865,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x578,,Eye dominance,4,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4684.909999836236,,,,,0,1,0,,,,,,intro,
3,1628093249251,04/08/2021 16:07:29,1628093363975,1,04/08/2021 17:09:23,53563,19,task-ptdz,,14869192,0k9g67qa,4429865,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x578,,Eye dominance,4,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,41071.17500016466,,,,,0,1,0,,,,,,video,
4,1628093252711,04/08/2021 16:07:32,1628093367435,1,04/08/2021 17:09:27,53563,19,task-ptdz,,14869192,0k9g67qa,4429865,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x578,,Eye dominance,4,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3443.8849999569356,,,,,0,1,0,,,,,,instructions,
