Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,structure,displayR,xR,yR,xL,yL,size,displayL
1,1632063576557,19/09/2021 14:59:36,1632063575855,1,19/09/2021 15:59:35,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1632063604306,19/09/2021 15:00:04,1632063603639,1,19/09/2021 16:00:03,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,1,1,1,Screen 1,advancementZone,continue_button,27742.39999999944,,,,,0,1,0,,,,,,introduction,,introduction,,,,,,,introduction
3,1632063605985,19/09/2021 15:00:05,1632063605343,1,19/09/2021 16:00:05,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,10,1,1,noTarget,Zone1,response_button_image,1693.7999999998137,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
4,1632063607325,19/09/2021 15:00:07,1632063606678,1,19/09/2021 16:00:06,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,10,1,2,target,Zone2,response_button_image,1332,,,redSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
5,1632063608695,19/09/2021 15:00:08,1632063608054,1,19/09/2021 16:00:08,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,9,1,1,noTarget,Zone1,response_button_image,1369.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
6,1632063609993,19/09/2021 15:00:09,1632063609350,1,19/09/2021 16:00:09,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,9,1,2,target,Zone2,response_button_image,1293.5,,,redSquare.png,1,0,1,0,,,,,1,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
7,1632063611307,19/09/2021 15:00:11,1632063610670,1,19/09/2021 16:00:10,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,3,1,1,noTarget,Zone1,response_button_image,1313.5999999996275,,,orangeSquare.png,1,0,1,0,,,,,1,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
8,1632063612353,19/09/2021 15:00:12,1632063611710,1,19/09/2021 16:00:11,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,3,1,2,target,Zone2,response_button_image,1037.3999999994412,,,redSquare.png,1,0,1,0,,,,,1,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
9,1632063613605,19/09/2021 15:00:13,1632063612950,1,19/09/2021 16:00:12,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,12,1,1,noTarget,Zone1,response_button_image,1233.2999999998137,,,orangeSquare.png,1,0,1,0,,,,,1,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
10,1632063614907,19/09/2021 15:00:14,1632063614270,1,19/09/2021 16:00:14,53563,20,task-p5uw,,15848883,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Fitts's Law,8,bothFirst,168,Right,168,Right,,,,,right,right,12,1,2,target,Zone2,response_button_image,1316.2000000001863,,,redSquare.png,1,0,1,0,,,,,1,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
