"","Participant.Private.ID","Eye.Condition","structure","meanRt","hand","size","xR","yR","xL","yL"
"349",4373538,"Mono","pos2Size1",509.712500005961,"right",20,20,25,80,25
"350",4373538,"Mono","pos2Size2",614.11249999702,"right",10,20,25,80,25
"351",4373538,"Mono","pos2Size3",719.48749999702,"right",5,20,25,80,25
"352",4373538,"Mono","pos3Size1",603.737499989569,"right",20,41,71,59,71
"353",4373538,"Mono","pos3Size2",649.687499985099,"right",10,41,71,59,71
"354",4373538,"Mono","pos3Size3",788.274999991059,"right",5,41,71,59,71
"355",4373538,"Mono","pos4Size1",652.499999992549,"right",20,74,74,26,74
"356",4373538,"Mono","pos4Size2",705.52500000596,"right",10,74,74,26,74
"357",4373538,"Mono","pos4Size3",850.375000014901,"right",5,74,74,26,74
"358",4373538,"Mono","pos5Size1",568.03749999404,"right",20,8,46,92,46
"359",4373538,"Mono","pos5Size2",637.000000007451,"right",10,8,46,92,46
"360",4373538,"Mono","pos5Size3",746.72499999404,"right",5,8,46,92,46
"361",4379880,"Binoc","pos1Size1",948.250000000009,"right",20,40,40,60,40
"362",4379880,"Binoc","pos1Size2",1038.37500000001,"right",10,40,40,60,40
"363",4379880,"Binoc","pos1Size3",1268.50000000001,"right",5,40,40,60,40
"364",4379880,"Binoc","pos2Size1",893.125000000004,"right",20,20,25,80,25
"365",4379880,"Binoc","pos2Size2",931.750000000004,"right",10,20,25,80,25
"366",4379880,"Binoc","pos2Size3",1364.00000000001,"right",5,20,25,80,25
"367",4379880,"Binoc","pos3Size1",1256.875,"right",20,41,71,59,71
"368",4379880,"Binoc","pos3Size2",1108.25,"right",10,41,71,59,71
"369",4379880,"Binoc","pos3Size3",1325.62499999999,"right",5,41,71,59,71
"370",4379880,"Binoc","pos4Size1",1380.25,"right",20,74,74,26,74
"371",4379880,"Binoc","pos4Size2",1234.49999999999,"right",10,74,74,26,74
"372",4379880,"Binoc","pos4Size3",1295.125,"right",5,74,74,26,74
"373",4379880,"Binoc","pos5Size1",992,"right",20,8,46,92,46
"374",4379880,"Binoc","pos5Size2",1125.625,"right",10,8,46,92,46
"375",4379880,"Binoc","pos5Size3",1414.375,"right",5,8,46,92,46
"376",4379880,"Mono","pos1Size1",898.374999999997,"right",20,40,40,60,40
"377",4379880,"Mono","pos1Size2",951.750000000004,"right",10,40,40,60,40
"378",4379880,"Mono","pos1Size3",1008.875,"right",5,40,40,60,40
"379",4379880,"Mono","pos2Size1",823.375000000002,"right",20,20,25,80,25
"380",4379880,"Mono","pos2Size2",812.625,"right",10,20,25,80,25
"381",4379880,"Mono","pos2Size3",1008.5,"right",5,20,25,80,25
"382",4379880,"Mono","pos3Size1",1055.62500000001,"right",20,41,71,59,71
"383",4379880,"Mono","pos3Size2",1131.125,"right",10,41,71,59,71
"384",4379880,"Mono","pos3Size3",1248,"right",5,41,71,59,71
"385",4379880,"Mono","pos4Size1",1014.5,"right",20,74,74,26,74
"386",4379880,"Mono","pos4Size2",1276.125,"right",10,74,74,26,74
"387",4379880,"Mono","pos4Size3",1442.12499999999,"right",5,74,74,26,74
"388",4379880,"Mono","pos5Size1",849.25000000001,"right",20,8,46,92,46
"389",4379880,"Mono","pos5Size2",1235.25,"right",10,8,46,92,46
"390",4379880,"Mono","pos5Size3",1185.00000000001,"right",5,8,46,92,46
"391",4381159,"Binoc","pos1Size1",894.585000030929,"right",20,40,40,60,40
"392",4381159,"Binoc","pos1Size2",1055.33187501714,"right",10,40,40,60,40
"393",4381159,"Binoc","pos1Size3",1265.61874998151,"right",5,40,40,60,40
"394",4381159,"Binoc","pos2Size1",751.069375008228,"right",20,20,25,80,25
"395",4381159,"Binoc","pos2Size2",894.16875000461,"right",10,20,25,80,25
"396",4381159,"Binoc","pos2Size3",1113.73562502558,"right",5,20,25,80,25
"397",4381159,"Binoc","pos3Size1",1104.64124998543,"right",20,41,71,59,71
"398",4381159,"Binoc","pos3Size2",1349.95312499814,"right",10,41,71,59,71
"399",4381159,"Binoc","pos3Size3",2164.03687500861,"right",5,41,71,59,71
"400",4381159,"Binoc","pos4Size1",1130.52750000497,"right",20,74,74,26,74
"401",4381159,"Binoc","pos4Size2",1501.03062501876,"right",10,74,74,26,74
"402",4381159,"Binoc","pos4Size3",2123.17812500987,"right",5,74,74,26,74
"403",4381159,"Binoc","pos5Size1",762.147500034189,"right",20,8,46,92,46
"404",4381159,"Binoc","pos5Size2",1044.59999997925,"right",10,8,46,92,46
"405",4381159,"Binoc","pos5Size3",1313.42125001538,"right",5,8,46,92,46
"406",4381159,"Mono","pos1Size1",914.056874986273,"right",20,40,40,60,40
"407",4381159,"Mono","pos1Size2",1215.95812500163,"right",10,40,40,60,40
"408",4381159,"Mono","pos1Size3",1337.1193750063,"right",5,40,40,60,40
"409",4381159,"Mono","pos2Size1",712.713749977411,"right",20,20,25,80,25
"410",4381159,"Mono","pos2Size2",849.77687499486,"right",10,20,25,80,25
"411",4381159,"Mono","pos2Size3",1145.58312499139,"right",5,20,25,80,25
"412",4381159,"Mono","pos3Size1",949.915625009454,"right",20,41,71,59,71
"413",4381159,"Mono","pos3Size2",1050.3587500134,"right",10,41,71,59,71
"414",4381159,"Mono","pos3Size3",1669.45437500544,"right",5,41,71,59,71
"415",4381159,"Mono","pos4Size1",1113.19499998353,"right",20,74,74,26,74
"416",4381159,"Mono","pos4Size2",1291.24374997628,"right",10,74,74,26,74
"417",4381159,"Mono","pos4Size3",2215.10000000126,"right",5,74,74,26,74
"418",4381159,"Mono","pos5Size1",823.829999979353,"right",20,8,46,92,46
"419",4381159,"Mono","pos5Size2",1087.69437498995,"right",10,8,46,92,46
"420",4381159,"Mono","pos5Size3",1281.89749996818,"right",5,8,46,92,46
"421",4384320,"Binoc","pos1Size1",604.162499979139,"right",20,40,40,60,40
"422",4384320,"Binoc","pos1Size2",621.125000014901,"right",10,40,40,60,40
"423",4384320,"Binoc","pos1Size3",737.187500014901,"right",5,40,40,60,40
"424",4384320,"Binoc","pos2Size1",523.612500011921,"right",20,20,25,80,25
"425",4384320,"Binoc","pos2Size2",592.162499979138,"right",10,20,25,80,25
"426",4384320,"Binoc","pos2Size3",792.062499985099,"right",5,20,25,80,25
"427",4384320,"Binoc","pos3Size1",594.787500008941,"right",20,41,71,59,71
"428",4384320,"Binoc","pos3Size2",734.16249999404,"right",10,41,71,59,71
"429",4384320,"Binoc","pos3Size3",833.350000008941,"right",5,41,71,59,71
"430",4384320,"Binoc","pos4Size1",837.4375,"right",20,74,74,26,74
"431",4384320,"Binoc","pos4Size2",747.199999988079,"right",10,74,74,26,74
"432",4384320,"Binoc","pos4Size3",969.175000011921,"right",5,74,74,26,74
"433",4384320,"Binoc","pos5Size1",535.562499985099,"right",20,8,46,92,46
"434",4384320,"Binoc","pos5Size2",631.087500020862,"right",10,8,46,92,46
"435",4384320,"Binoc","pos5Size3",785.5,"right",5,8,46,92,46
"436",4384320,"Mono","pos1Size1",653.6875,"right",20,40,40,60,40
"437",4384320,"Mono","pos1Size2",689.512499988079,"right",10,40,40,60,40
"438",4384320,"Mono","pos1Size3",776.349999979138,"right",5,40,40,60,40
"439",4384320,"Mono","pos2Size1",545.987500011921,"right",20,20,25,80,25
"440",4384320,"Mono","pos2Size2",588.712500020862,"right",10,20,25,80,25
"441",4384320,"Mono","pos2Size3",766.912499979138,"right",5,20,25,80,25
"442",4384320,"Mono","pos3Size1",780.550000026822,"right",20,41,71,59,71
"443",4384320,"Mono","pos3Size2",772.437500014901,"right",10,41,71,59,71
"444",4384320,"Mono","pos3Size3",827.85000000894,"right",5,41,71,59,71
"445",4384320,"Mono","pos4Size1",729.625,"right",20,74,74,26,74
"446",4384320,"Mono","pos4Size2",799.200000017881,"right",10,74,74,26,74
"447",4384320,"Mono","pos4Size3",1168.20000000298,"right",5,74,74,26,74
"448",4384320,"Mono","pos5Size1",597.774999991059,"right",20,8,46,92,46
"449",4384320,"Mono","pos5Size2",713.737500011921,"right",10,8,46,92,46
"450",4384320,"Mono","pos5Size3",814.6875,"right",5,8,46,92,46
"451",4392148,"Binoc","pos1Size1",843.062500003726,"right",20,40,40,60,40
"452",4392148,"Binoc","pos1Size2",870.525000002235,"right",10,40,40,60,40
"453",4392148,"Binoc","pos1Size3",1025.92499999329,"right",5,40,40,60,40
"454",4392148,"Binoc","pos2Size1",658.23750000447,"right",20,20,25,80,25
"455",4392148,"Binoc","pos2Size2",765.10000000149,"right",10,20,25,80,25
"456",4392148,"Binoc","pos2Size3",870.02499999851,"right",5,20,25,80,25
"457",4392148,"Binoc","pos3Size1",876.125000003725,"right",20,41,71,59,71
"458",4392148,"Binoc","pos3Size2",926.67500000447,"right",10,41,71,59,71
"459",4392148,"Binoc","pos3Size3",1273.43750000373,"right",5,41,71,59,71
"460",4392148,"Binoc","pos4Size1",992.29999999702,"right",20,74,74,26,74
"461",4392148,"Binoc","pos4Size2",1254.58750000223,"right",10,74,74,26,74
"462",4392148,"Binoc","pos4Size3",1363.12499999627,"right",5,74,74,26,74
"463",4392148,"Binoc","pos5Size1",743.000000003725,"right",20,8,46,92,46
"464",4392148,"Binoc","pos5Size2",918.275000002235,"right",10,8,46,92,46
"465",4392148,"Binoc","pos5Size3",1389.86250000075,"right",5,8,46,92,46
"466",4392148,"Mono","pos1Size1",758.125,"right",20,40,40,60,40
"467",4392148,"Mono","pos1Size2",933.29999999702,"right",10,40,40,60,40
"468",4392148,"Mono","pos1Size3",1032.71250000596,"right",5,40,40,60,40
"469",4392148,"Mono","pos2Size1",675.6875,"right",20,20,25,80,25
"470",4392148,"Mono","pos2Size2",792.85000000149,"right",10,20,25,80,25
"471",4392148,"Mono","pos2Size3",878.524999994784,"right",5,20,25,80,25
"472",4392148,"Mono","pos3Size1",1093.21250000596,"right",20,41,71,59,71
"473",4392148,"Mono","pos3Size2",1245.53749999777,"right",10,41,71,59,71
"474",4392148,"Mono","pos3Size3",1601.94999999925,"right",5,41,71,59,71
"475",4392148,"Mono","pos4Size1",1074.56249999628,"right",20,74,74,26,74
"476",4392148,"Mono","pos4Size2",1247.99999999627,"right",10,74,74,26,74
"477",4392148,"Mono","pos4Size3",1628.00000000745,"right",5,74,74,26,74
"478",4392148,"Mono","pos5Size1",831.1875,"right",20,8,46,92,46
"479",4392148,"Mono","pos5Size2",1025.17500000075,"right",10,8,46,92,46
"480",4392148,"Mono","pos5Size3",1232.46250000596,"right",5,8,46,92,46
"481",4404605,"Binoc","pos1Size1",614.762500000012,"right",20,40,40,60,40
"482",4404605,"Binoc","pos1Size2",659.574999999895,"right",10,40,40,60,40
"483",4404605,"Binoc","pos1Size3",830.6875,"right",5,40,40,60,40
"484",4404605,"Binoc","pos2Size1",553.687500000058,"right",20,20,25,80,25
"485",4404605,"Binoc","pos2Size2",586.399999999965,"right",10,20,25,80,25
"486",4404605,"Binoc","pos2Size3",725.837499999966,"right",5,20,25,80,25
"487",4404605,"Binoc","pos3Size1",755.237500000163,"right",20,41,71,59,71
"488",4404605,"Binoc","pos3Size2",809.900000000023,"right",10,41,71,59,71
"489",4404605,"Binoc","pos3Size3",961.312500000059,"right",5,41,71,59,71
"490",4404605,"Binoc","pos4Size1",828.20000000007,"right",20,74,74,26,74
"491",4404605,"Binoc","pos4Size2",910.987500000047,"right",10,74,74,26,74
"492",4404605,"Binoc","pos4Size3",1076.27499999997,"right",5,74,74,26,74
"493",4404605,"Binoc","pos5Size1",592.912499999977,"right",20,8,46,92,46
"494",4404605,"Binoc","pos5Size2",720.26250000007,"right",10,8,46,92,46
"495",4404605,"Binoc","pos5Size3",969.48749999993,"right",5,8,46,92,46
"496",4404605,"Mono","pos1Size1",634.687499999971,"right",20,40,40,60,40
"497",4404605,"Mono","pos1Size2",743.362500000018,"right",10,40,40,60,40
"498",4404605,"Mono","pos1Size3",848.050000000047,"right",5,40,40,60,40
"499",4404605,"Mono","pos2Size1",489.787500000064,"right",20,20,25,80,25
"500",4404605,"Mono","pos2Size2",656.987499999988,"right",10,20,25,80,25
"501",4404605,"Mono","pos2Size3",789.837499999965,"right",5,20,25,80,25
"502",4404605,"Mono","pos3Size1",882.787499999977,"right",20,41,71,59,71
"503",4404605,"Mono","pos3Size2",840.325000000012,"right",10,41,71,59,71
"504",4404605,"Mono","pos3Size3",958.587499999994,"right",5,41,71,59,71
"505",4404605,"Mono","pos4Size1",947.300000000017,"right",20,74,74,26,74
"506",4404605,"Mono","pos4Size2",927.425000000017,"right",10,74,74,26,74
"507",4404605,"Mono","pos4Size3",1098.85000000004,"right",5,74,74,26,74
"508",4404605,"Mono","pos5Size1",682.849999999977,"right",20,8,46,92,46
"509",4404605,"Mono","pos5Size2",780.187499999971,"right",10,8,46,92,46
"510",4404605,"Mono","pos5Size3",979.612500000047,"right",5,8,46,92,46
"511",4408537,"Binoc","pos1Size1",718.237500011921,"right",20,40,40,60,40
"512",4408537,"Binoc","pos1Size2",825.824999988079,"right",10,40,40,60,40
"513",4408537,"Binoc","pos1Size3",869.824999988079,"right",5,40,40,60,40
"514",4408537,"Binoc","pos2Size1",595.824999988079,"right",20,20,25,80,25
"515",4408537,"Binoc","pos2Size2",731.287499994039,"right",10,20,25,80,25
"516",4408537,"Binoc","pos2Size3",838.637500047684,"right",5,20,25,80,25
"517",4408537,"Binoc","pos3Size1",1067.17500004172,"right",20,41,71,59,71
"518",4408537,"Binoc","pos3Size2",995.725000023843,"right",10,41,71,59,71
"519",4408537,"Binoc","pos3Size3",1201.13750004768,"right",5,41,71,59,71
"520",4408537,"Binoc","pos4Size1",864.725000023842,"right",20,74,74,26,74
"521",4408537,"Binoc","pos4Size2",1089.47500002384,"right",10,74,74,26,74
"522",4408537,"Binoc","pos4Size3",1229.10000002384,"right",5,74,74,26,74
"523",4408537,"Binoc","pos5Size1",608.725000023842,"right",20,8,46,92,46
"524",4408537,"Binoc","pos5Size2",706.325000077486,"right",10,8,46,92,46
"525",4408537,"Binoc","pos5Size3",892.274999976158,"right",5,8,46,92,46
"526",4408537,"Mono","pos1Size1",663.125000029802,"right",20,40,40,60,40
"527",4408537,"Mono","pos1Size2",817.47499999404,"right",10,40,40,60,40
"528",4408537,"Mono","pos1Size3",1150.05000001192,"right",5,40,40,60,40
"529",4408537,"Mono","pos2Size1",559.037499934435,"right",20,20,25,80,25
"530",4408537,"Mono","pos2Size2",651.225000023842,"right",10,20,25,80,25
"531",4408537,"Mono","pos2Size3",878.94999998808,"right",5,20,25,80,25
"532",4408537,"Mono","pos3Size1",815.387499988079,"right",20,41,71,59,71
"533",4408537,"Mono","pos3Size2",838.074999988079,"right",10,41,71,59,71
"534",4408537,"Mono","pos3Size3",1043.36250004172,"right",5,41,71,59,71
"535",4408537,"Mono","pos4Size1",848.312499970198,"right",20,74,74,26,74
"536",4408537,"Mono","pos4Size2",906.250000029802,"right",10,74,74,26,74
"537",4408537,"Mono","pos4Size3",1042.17500001192,"right",5,74,74,26,74
"538",4408537,"Mono","pos5Size1",643.612500041723,"right",20,8,46,92,46
"539",4408537,"Mono","pos5Size2",751.849999964237,"right",10,8,46,92,46
"540",4408537,"Mono","pos5Size3",900.65000000596,"right",5,8,46,92,46
"541",4424285,"Binoc","pos1Size1",1025.55000000447,"right",20,40,40,60,40
"542",4424285,"Binoc","pos1Size2",1018.64999999851,"right",10,40,40,60,40
"543",4424285,"Binoc","pos1Size3",1174.33749999478,"right",5,40,40,60,40
"544",4424285,"Binoc","pos2Size1",845.199999999255,"right",20,20,25,80,25
"545",4424285,"Binoc","pos2Size2",1037.22499999404,"right",10,20,25,80,25
"546",4424285,"Binoc","pos2Size3",1257.46249999851,"right",5,20,25,80,25
"547",4424285,"Binoc","pos3Size1",974.41250000149,"right",20,41,71,59,71
"548",4424285,"Binoc","pos3Size2",1192.59999999777,"right",10,41,71,59,71
"549",4424285,"Binoc","pos3Size3",1320.73750000075,"right",5,41,71,59,71
"550",4424285,"Binoc","pos4Size1",1118.68749999627,"right",20,74,74,26,74
"551",4424285,"Binoc","pos4Size2",1357.89999999479,"right",10,74,74,26,74
"552",4424285,"Binoc","pos4Size3",1422.03750000149,"right",5,74,74,26,74
"553",4424285,"Binoc","pos5Size1",851.575000006706,"right",20,8,46,92,46
"554",4424285,"Binoc","pos5Size2",1128.28750000149,"right",10,8,46,92,46
"555",4424285,"Binoc","pos5Size3",1217.23750000447,"right",5,8,46,92,46
"556",4424285,"Mono","pos1Size1",905.43749999255,"right",20,40,40,60,40
"557",4424285,"Mono","pos1Size2",1145.04999999702,"right",10,40,40,60,40
"558",4424285,"Mono","pos1Size3",1200.91250000149,"right",5,40,40,60,40
"559",4424285,"Mono","pos2Size1",880.237499993294,"right",20,20,25,80,25
"560",4424285,"Mono","pos2Size2",1133.92500000075,"right",10,20,25,80,25
"561",4424285,"Mono","pos2Size3",1278.72500000149,"right",5,20,25,80,25
"562",4424285,"Mono","pos3Size1",1025.52500000224,"right",20,41,71,59,71
"563",4424285,"Mono","pos3Size2",1245.25,"right",10,41,71,59,71
"564",4424285,"Mono","pos3Size3",1331.78749999404,"right",5,41,71,59,71
"565",4424285,"Mono","pos4Size1",1225.97499999777,"right",20,74,74,26,74
"566",4424285,"Mono","pos4Size2",1344.73750000447,"right",10,74,74,26,74
"567",4424285,"Mono","pos4Size3",1496.02500000223,"right",5,74,74,26,74
"568",4424285,"Mono","pos5Size1",992.66250000149,"right",20,8,46,92,46
"569",4424285,"Mono","pos5Size2",1194.34999999777,"right",10,8,46,92,46
"570",4424285,"Mono","pos5Size3",1284.56250000373,"right",5,8,46,92,46
"571",4429865,"Binoc","pos1Size1",873.19625011878,"right",20,40,40,60,40
"572",4429865,"Binoc","pos1Size2",930.391874921042,"right",10,40,40,60,40
"573",4429865,"Binoc","pos1Size3",1393.7525000074,"right",5,40,40,60,40
"574",4429865,"Binoc","pos2Size1",743.816875154153,"right",20,20,25,80,25
"575",4429865,"Binoc","pos2Size2",804.389999946579,"right",10,20,25,80,25
"576",4429865,"Binoc","pos2Size3",1343.18500006338,"right",5,20,25,80,25
"577",4429865,"Binoc","pos3Size1",911.629375012125,"right",20,41,71,59,71
"578",4429865,"Binoc","pos3Size2",1120.28124992503,"right",10,41,71,59,71
"579",4429865,"Binoc","pos3Size3",1179.43937506061,"right",5,41,71,59,71
"580",4429865,"Binoc","pos4Size1",997.271874977741,"right",20,74,74,26,74
"581",4429865,"Binoc","pos4Size2",1058.6343749892,"right",10,74,74,26,74
"582",4429865,"Binoc","pos4Size3",1378.97000001976,"right",5,74,74,26,74
"583",4429865,"Binoc","pos5Size1",862.662500061561,"right",20,8,46,92,46
"584",4429865,"Binoc","pos5Size2",965.768750000279,"right",10,8,46,92,46
"585",4429865,"Binoc","pos5Size3",965.980624954682,"right",5,8,46,92,46
"586",4429865,"Mono","pos1Size1",709.548124985304,"right",20,40,40,60,40
"587",4429865,"Mono","pos1Size2",1003.57749999966,"right",10,40,40,60,40
"588",4429865,"Mono","pos1Size3",1125.86687499424,"right",5,40,40,60,40
"589",4429865,"Mono","pos2Size1",671.522500109859,"right",20,20,25,80,25
"590",4429865,"Mono","pos2Size2",2481.18500009878,"right",10,20,25,80,25
"591",4429865,"Mono","pos2Size3",883.863125054631,"right",5,20,25,80,25
"592",4429865,"Mono","pos3Size1",848.706250020768,"right",20,41,71,59,71
"593",4429865,"Mono","pos3Size2",1141.92624983843,"right",10,41,71,59,71
"594",4429865,"Mono","pos3Size3",1125.43062499026,"right",5,41,71,59,71
"595",4429865,"Mono","pos4Size1",1238.221250067,"right",20,74,74,26,74
"596",4429865,"Mono","pos4Size2",1242.31187492842,"right",10,74,74,26,74
"597",4429865,"Mono","pos4Size3",1438.64187499275,"right",5,74,74,26,74
"598",4429865,"Mono","pos5Size1",755.169374984689,"right",20,8,46,92,46
"599",4429865,"Mono","pos5Size2",954.253750038333,"right",10,8,46,92,46
"600",4429865,"Mono","pos5Size3",1212.50312501797,"right",5,8,46,92,46
"601",4443776,"Binoc","pos1Size1",1019.76250004768,"right",20,40,40,60,40
"602",4443776,"Binoc","pos1Size2",1026.60000008345,"right",10,40,40,60,40
"603",4443776,"Binoc","pos1Size3",1199.62500005961,"right",5,40,40,60,40
"604",4443776,"Binoc","pos2Size1",812.825000047684,"right",20,20,25,80,25
"605",4443776,"Binoc","pos2Size2",974.037500023842,"right",10,20,25,80,25
"606",4443776,"Binoc","pos2Size3",1063.18750017881,"right",5,20,25,80,25
"607",4443776,"Binoc","pos3Size1",1184.9375,"right",20,41,71,59,71
"608",4443776,"Binoc","pos3Size2",1008.63750004768,"right",10,41,71,59,71
"609",4443776,"Binoc","pos3Size3",1231.33749997616,"right",5,41,71,59,71
"610",4443776,"Binoc","pos4Size1",1130.86249989271,"right",20,74,74,26,74
"611",4443776,"Binoc","pos4Size2",1296.35000002384,"right",10,74,74,26,74
"612",4443776,"Binoc","pos4Size3",1204.47500008345,"right",5,74,74,26,74
"613",4443776,"Binoc","pos5Size1",832.837499916553,"right",20,8,46,92,46
"614",4443776,"Binoc","pos5Size2",1002.88750004768,"right",10,8,46,92,46
"615",4443776,"Binoc","pos5Size3",1112.17500019073,"right",5,8,46,92,46
"616",4443776,"Mono","pos1Size1",1208.67499995231,"right",20,40,40,60,40
"617",4443776,"Mono","pos1Size2",1056.57500004768,"right",10,40,40,60,40
"618",4443776,"Mono","pos1Size3",1224.86249995232,"right",5,40,40,60,40
"619",4443776,"Mono","pos2Size1",849.112499952316,"right",20,20,25,80,25
"620",4443776,"Mono","pos2Size2",927.049999952316,"right",10,20,25,80,25
"621",4443776,"Mono","pos2Size3",1041.46250003576,"right",5,20,25,80,25
"622",4443776,"Mono","pos3Size1",1024.53749996424,"right",20,41,71,59,71
"623",4443776,"Mono","pos3Size2",1152.28750002384,"right",10,41,71,59,71
"624",4443776,"Mono","pos3Size3",1276.40000009537,"right",5,41,71,59,71
"625",4443776,"Mono","pos4Size1",1170.82499992847,"right",20,74,74,26,74
"626",4443776,"Mono","pos4Size2",1094.03750002384,"right",10,74,74,26,74
"627",4443776,"Mono","pos4Size3",1505.47499990463,"right",5,74,74,26,74
"628",4443776,"Mono","pos5Size1",1041.78749996424,"right",20,8,46,92,46
"629",4443776,"Mono","pos5Size2",1032.94999992847,"right",10,8,46,92,46
"630",4443776,"Mono","pos5Size3",1244.22499996424,"right",5,8,46,92,46
"631",4445309,"Binoc","pos1Size1",851.67499999702,"right",20,40,40,60,40
"632",4445309,"Binoc","pos1Size2",894.287500008941,"right",10,40,40,60,40
"633",4445309,"Binoc","pos1Size3",1001.59999999404,"right",5,40,40,60,40
"634",4445309,"Binoc","pos2Size1",746.387499958277,"right",20,20,25,80,25
"635",4445309,"Binoc","pos2Size2",831.16249999404,"right",10,20,25,80,25
"636",4445309,"Binoc","pos2Size3",890.762500017881,"right",5,20,25,80,25
"637",4445309,"Binoc","pos3Size1",1096.92500002682,"right",20,41,71,59,71
"638",4445309,"Binoc","pos3Size2",942.737500011921,"right",10,41,71,59,71
"639",4445309,"Binoc","pos3Size3",1193.52500002086,"right",5,41,71,59,71
"640",4445309,"Binoc","pos4Size1",961.20000000298,"right",20,74,74,26,74
"641",4445309,"Binoc","pos4Size2",1078.9375000149,"right",10,74,74,26,74
"642",4445309,"Binoc","pos4Size3",1236.58750000596,"right",5,74,74,26,74
"643",4445309,"Binoc","pos5Size1",782.40000000596,"right",20,8,46,92,46
"644",4445309,"Binoc","pos5Size2",990.724999994038,"right",10,8,46,92,46
"645",4445309,"Binoc","pos5Size3",1010.09999999404,"right",5,8,46,92,46
"646",4445309,"Mono","pos1Size1",941.225000023841,"right",20,40,40,60,40
"647",4445309,"Mono","pos1Size2",1720.07499998808,"right",10,40,40,60,40
"648",4445309,"Mono","pos1Size3",1440.88750000298,"right",5,40,40,60,40
"649",4445309,"Mono","pos2Size1",901.750000014901,"right",20,20,25,80,25
"650",4445309,"Mono","pos2Size2",974.387500017881,"right",10,20,25,80,25
"651",4445309,"Mono","pos2Size3",1086.10000002384,"right",5,20,25,80,25
"652",4445309,"Mono","pos3Size1",1024.97499999404,"right",20,41,71,59,71
"653",4445309,"Mono","pos3Size2",1145.7500000149,"right",10,41,71,59,71
"654",4445309,"Mono","pos3Size3",1284.9375,"right",5,41,71,59,71
"655",4445309,"Mono","pos4Size1",1064.52499999106,"right",20,74,74,26,74
"656",4445309,"Mono","pos4Size2",1501.03750000894,"right",10,74,74,26,74
"657",4445309,"Mono","pos4Size3",1380.63749998808,"right",5,74,74,26,74
"658",4445309,"Mono","pos5Size1",991.112500026821,"right",20,8,46,92,46
"659",4445309,"Mono","pos5Size2",1063.86249998212,"right",10,8,46,92,46
"660",4445309,"Mono","pos5Size3",1531.33749999106,"right",5,8,46,92,46
"661",4447985,"Binoc","pos1Size1",1057.38750001788,"right",20,40,40,60,40
"662",4447985,"Binoc","pos1Size2",1196.72499993444,"right",10,40,40,60,40
"663",4447985,"Binoc","pos1Size3",1269.58750003576,"right",5,40,40,60,40
"664",4447985,"Binoc","pos2Size1",942.412500053645,"right",20,20,25,80,25
"665",4447985,"Binoc","pos2Size2",1012.40000000596,"right",10,20,25,80,25
"666",4447985,"Binoc","pos2Size3",1094.39999997616,"right",5,20,25,80,25
"667",4447985,"Binoc","pos3Size1",1294.61250001192,"right",20,41,71,59,71
"668",4447985,"Binoc","pos3Size2",1330.63750004768,"right",10,41,71,59,71
"669",4447985,"Binoc","pos3Size3",1397.25,"right",5,41,71,59,71
"670",4447985,"Binoc","pos4Size1",1421.53750002384,"right",20,74,74,26,74
"671",4447985,"Binoc","pos4Size2",1562.3124999702,"right",10,74,74,26,74
"672",4447985,"Binoc","pos4Size3",1700.17500001192,"right",5,74,74,26,74
"673",4447985,"Binoc","pos5Size1",984.350000053643,"right",20,8,46,92,46
"674",4447985,"Binoc","pos5Size2",1055.33750000596,"right",10,8,46,92,46
"675",4447985,"Binoc","pos5Size3",1171.33749997616,"right",5,8,46,92,46
"676",4447985,"Mono","pos1Size1",1087.59999993444,"right",20,40,40,60,40
"677",4447985,"Mono","pos1Size2",1145.35000002384,"right",10,40,40,60,40
"678",4447985,"Mono","pos1Size3",1363.45000004768,"right",5,40,40,60,40
"679",4447985,"Mono","pos2Size1",909.550000041723,"right",20,20,25,80,25
"680",4447985,"Mono","pos2Size2",1029.33749994636,"right",10,20,25,80,25
"681",4447985,"Mono","pos2Size3",1231.0624999702,"right",5,20,25,80,25
"682",4447985,"Mono","pos3Size1",1305.63749998808,"right",20,41,71,59,71
"683",4447985,"Mono","pos3Size2",1787.72499996424,"right",10,41,71,59,71
"684",4447985,"Mono","pos3Size3",1496.36250001192,"right",5,41,71,59,71
"685",4447985,"Mono","pos4Size1",1543.42500001192,"right",20,74,74,26,74
"686",4447985,"Mono","pos4Size2",1529.27499997616,"right",10,74,74,26,74
"687",4447985,"Mono","pos4Size3",1755.4375000596,"right",5,74,74,26,74
"688",4447985,"Mono","pos5Size1",1008.76250004768,"right",20,8,46,92,46
"689",4447985,"Mono","pos5Size2",1107.375,"right",10,8,46,92,46
"690",4447985,"Mono","pos5Size3",1259.41249996424,"right",5,8,46,92,46
"691",4448050,"Binoc","pos1Size1",1047,"right",20,40,40,60,40
"692",4448050,"Binoc","pos1Size2",1123.125,"right",10,40,40,60,40
"693",4448050,"Binoc","pos1Size3",1229.25,"right",5,40,40,60,40
"694",4448050,"Binoc","pos2Size1",1045.75,"right",20,20,25,80,25
"695",4448050,"Binoc","pos2Size2",1034.625,"right",10,20,25,80,25
"696",4448050,"Binoc","pos2Size3",1152,"right",5,20,25,80,25
"697",4448050,"Binoc","pos3Size1",1315.375,"right",20,41,71,59,71
"698",4448050,"Binoc","pos3Size2",1570.375,"right",10,41,71,59,71
"699",4448050,"Binoc","pos3Size3",1325.125,"right",5,41,71,59,71
