Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,structure,displayR,xR,yR,xL,yL,size,displayL
1,1642799813593,21/01/2022 21:16:53,1642798733729,0,21/01/2022 20:58:53,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1642799829749,21/01/2022 21:17:09,1642798749929,0,21/01/2022 20:59:09,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,1,1,1,Screen 1,advancementZone,continue_button,16093.4,,,,,0,1,0,,,,,,introduction,,introduction,,,,,,,introduction
3,1642799832291,21/01/2022 21:17:12,1642798752463,0,21/01/2022 20:59:12,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,2,1,1,noTarget,Zone1,response_button_image,2499.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
4,1642799833134,21/01/2022 21:17:13,1642798753325,0,21/01/2022 20:59:13,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,2,1,2,target,Zone2,response_button_image,850.7999999999993,,,redSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
5,1642799834422,21/01/2022 21:17:14,1642798754584,0,21/01/2022 20:59:14,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,11,1,1,noTarget,Zone1,response_button_image,1236.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
6,1642799835214,21/01/2022 21:17:15,1642798755395,0,21/01/2022 20:59:15,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,11,1,2,target,Zone2,response_button_image,796.7000000000007,,,redSquare.png,1,0,1,0,,,,,1,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
7,1642799836750,21/01/2022 21:17:16,1642798756929,0,21/01/2022 20:59:16,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,4,1,1,noTarget,Zone1,response_button_image,1514.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
8,1642799837793,21/01/2022 21:17:17,1642798757920,0,21/01/2022 20:59:17,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,4,1,2,target,Zone2,response_button_image,978.3000000000029,,,redSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
9,1642799839325,21/01/2022 21:17:19,1642798759509,0,21/01/2022 20:59:19,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,5,1,1,noTarget,Zone1,response_button_image,1569.8999999999978,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
10,1642799840400,21/01/2022 21:17:20,1642798760583,0,21/01/2022 20:59:20,53563,21,task-p5uw,,18744859,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Fitts's Law,8,bothFirst,157,Right,157,Right,,,,,right,right,5,1,2,target,Zone2,response_button_image,1063,,,redSquare.png,1,0,1,0,,,,,1,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
