Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,structure,displayR,xR,yR,xL,yL,size,displayL
1,1633942665267,11/10/2021 08:57:45,1633942665610,1,11/10/2021 09:57:45,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1633942680276,11/10/2021 08:58:00,1633942680450,1,11/10/2021 09:58:00,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,1,1,1,Screen 1,advancementZone,continue_button,14796.59999999404,,,,,0,1,0,,,,,,introduction,,introduction,,,,,,,introduction
3,1633942683386,11/10/2021 08:58:03,1633942683220,1,11/10/2021 09:58:03,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,4,1,1,noTarget,Zone1,response_button_image,2753.199999988079,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
4,1633942684027,11/10/2021 08:58:04,1633942684423,1,11/10/2021 09:58:04,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,4,1,2,target,Zone2,response_button_image,1197.699999988079,,,redSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
5,1633942685698,11/10/2021 08:58:05,1633942686101,1,11/10/2021 09:58:06,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,10,1,1,noTarget,Zone1,response_button_image,1666.9000000059605,,,orangeSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
6,1633942688390,11/10/2021 08:58:08,1633942688472,1,11/10/2021 09:58:08,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,10,1,2,target,Zone2,response_button_image,2365.9000000059605,,,redSquare.png,1,0,1,0,,,,,1,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
7,1633942689703,11/10/2021 08:58:09,1633942690081,1,11/10/2021 09:58:10,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,16,1,1,noTarget,Zone1,response_button_image,1599.5999999940395,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
8,1633942691035,11/10/2021 08:58:11,1633942691444,1,11/10/2021 09:58:11,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,16,1,2,target,Zone2,response_button_image,1353.4000000059605,,,redSquare.png,1,0,1,0,,,,,1,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
9,1633942692359,11/10/2021 08:58:12,1633942692766,1,11/10/2021 09:58:12,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,14,1,1,noTarget,Zone1,response_button_image,1312.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size3R,,pos3Size3,,41,71,59,71,5,pos3Size3L
10,1633942693843,11/10/2021 08:58:13,1633942694258,1,11/10/2021 09:58:14,53563,20,task-hg5t,,16291610,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,14,1,2,target,Zone2,response_button_image,1485.6000000238419,,,redSquare.png,1,0,1,0,,,,,1,pos3Size3R,,pos3Size3,,41,71,59,71,5,pos3Size3L
