Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1634209292663,14/10/2021 11:01:32,1634209292542,1,14/10/2021 12:01:32,53563,20,task-owvx,,16378098,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,One eye,12,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1634209298644,14/10/2021 11:01:38,1634209298528,1,14/10/2021 12:01:38,53563,20,task-owvx,,16378098,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,One eye,12,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5958.000000000001,,,,,0,1,0,,,,,,instructions
3,1634209298768,14/10/2021 11:01:38,1634209298536,1,14/10/2021 12:01:38,53563,20,task-owvx,,16378098,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,One eye,12,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,,,END TASK,,,,,5995,,,,,0,1,0,,,,,,
END OF FILE
