Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,structure,displayR,xR,yR,xL,yL,size,displayL
18,1633943492106,11/10/2021 09:11:32,1633943492235,1,11/10/2021 10:11:32,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,2,1,2,target,Zone2,response_button_image,585.8999999761581,,,redSquare.png,1,0,1,0,,,,,1,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
19,1633943492481,11/10/2021 09:11:32,1633943492891,1,11/10/2021 10:11:32,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,3,1,1,noTarget,Zone1,response_button_image,651,,,orangeSquare.png,1,0,1,0,,,,,1,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
20,1633943493371,11/10/2021 09:11:33,1633943493446,1,11/10/2021 10:11:33,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,3,1,2,target,Zone2,response_button_image,549.8000000119209,,,redSquare.png,1,0,1,0,,,,,1,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
21,1633943494364,11/10/2021 09:11:34,1633943494084,1,11/10/2021 10:11:34,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,4,1,1,noTarget,Zone1,response_button_image,630.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
22,1633943495395,11/10/2021 09:11:35,1633943494790,1,11/10/2021 10:11:34,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,4,1,2,target,Zone2,response_button_image,696.5999999940395,,,redSquare.png,1,0,1,0,,,,,1,pos3Size1R,,pos3Size1,,41,71,59,71,20,pos3Size1L
23,1633943495395,11/10/2021 09:11:35,1633943495759,1,11/10/2021 10:11:35,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,13,1,1,noTarget,Zone1,response_button_image,962.3000000119209,,,orangeSquare.png,1,0,1,0,,,,,1,pos2Size3R,,pos2Size3,,20,25,80,25,5,pos2Size3L
24,1633943496364,11/10/2021 09:11:36,1633943496699,1,11/10/2021 10:11:36,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,13,1,2,target,Zone2,response_button_image,932.1999999880791,,,redSquare.png,1,0,1,0,,,,,1,pos2Size3R,,pos2Size3,,20,25,80,25,5,pos2Size3L
25,1633943497411,11/10/2021 09:11:37,1633943497341,1,11/10/2021 10:11:37,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,6,1,1,noTarget,Zone1,response_button_image,635.0999999940395,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
26,1633943498397,11/10/2021 09:11:38,1633943497938,1,11/10/2021 10:11:37,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,6,1,2,target,Zone2,response_button_image,592.7000000178814,,,redSquare.png,1,0,1,0,,,,,1,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
27,1633943498397,11/10/2021 09:11:38,1633943498622,1,11/10/2021 10:11:38,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,14,1,1,noTarget,Zone1,response_button_image,677.5,,,orangeSquare.png,1,0,1,0,,,,,1,pos3Size3R,,pos3Size3,,41,71,59,71,5,pos3Size3L
28,1633943499380,11/10/2021 09:11:39,1633943499559,1,11/10/2021 10:11:39,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,14,1,2,target,Zone2,response_button_image,934.8000000119209,,,redSquare.png,1,0,1,0,,,,,1,pos3Size3R,,pos3Size3,,41,71,59,71,5,pos3Size3L
29,1633943500561,11/10/2021 09:11:40,1633943500326,1,11/10/2021 10:11:40,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,16,1,1,noTarget,Zone1,response_button_image,758.7000000178814,,,orangeSquare.png,1,0,1,0,,,,,1,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
30,1633943501514,11/10/2021 09:11:41,1633943501907,1,11/10/2021 10:11:41,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,16,1,2,target,Zone2,response_button_image,1575.7999999821186,,,redSquare.png,1,0,1,0,,,,,1,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
31,1633943502734,11/10/2021 09:11:42,1633943502571,1,11/10/2021 10:11:42,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,12,1,1,noTarget,Zone1,response_button_image,656.4000000059605,,,orangeSquare.png,1,0,1,0,,,,,1,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
32,1633943503412,11/10/2021 09:11:43,1633943503263,1,11/10/2021 10:11:43,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,12,1,2,target,Zone2,response_button_image,687,,,redSquare.png,1,0,1,0,,,,,1,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
33,1633943504396,11/10/2021 09:11:44,1633943504071,1,11/10/2021 10:11:44,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,31,2,1,noTarget,Zone1,response_button_image,793.2000000178814,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
34,1633943505412,11/10/2021 09:11:45,1633943505000,1,11/10/2021 10:11:45,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,31,2,2,target,Zone2,response_button_image,924.0999999940395,,,redSquare.png,1,0,1,0,,,,,2,pos5Size3R,,pos5Size3,,8,46,92,46,5,pos5Size3L
35,1633943506411,11/10/2021 09:11:46,1633943505899,1,11/10/2021 10:11:45,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,22,2,1,noTarget,Zone1,response_button_image,891.6999999880791,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size2R,,pos1Size2,,40,40,60,40,10,pos1Size2L
36,1633943506411,11/10/2021 09:11:46,1633943506590,1,11/10/2021 10:11:46,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,22,2,2,target,Zone2,response_button_image,687.2999999821186,,,redSquare.png,1,0,1,0,,,,,2,pos1Size2R,,pos1Size2,,40,40,60,40,10,pos1Size2L
37,1633943507568,11/10/2021 09:11:47,1633943507974,1,11/10/2021 10:11:47,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,27,2,1,noTarget,Zone1,response_button_image,1376.800000011921,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
38,1633943508661,11/10/2021 09:11:48,1633943509005,1,11/10/2021 10:11:49,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,27,2,2,target,Zone2,response_button_image,1027.2999999821186,,,redSquare.png,1,0,1,0,,,,,2,pos1Size3R,,pos1Size3,,40,40,60,40,5,pos1Size3L
39,1633943509458,11/10/2021 09:11:49,1633943509692,1,11/10/2021 10:11:49,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,28,2,1,noTarget,Zone1,response_button_image,680,,,orangeSquare.png,1,0,1,0,,,,,2,pos2Size3R,,pos2Size3,,20,25,80,25,5,pos2Size3L
40,1633943510431,11/10/2021 09:11:50,1633943510546,1,11/10/2021 10:11:50,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,28,2,2,target,Zone2,response_button_image,849.8000000119209,,,redSquare.png,1,0,1,0,,,,,2,pos2Size3R,,pos2Size3,,20,25,80,25,5,pos2Size3L
41,1633943511459,11/10/2021 09:11:51,1633943511239,1,11/10/2021 10:11:51,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,24,2,1,noTarget,Zone1,response_button_image,685.4000000059605,,,orangeSquare.png,1,0,1,0,,,,,2,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
42,1633943512427,11/10/2021 09:11:52,1633943512005,1,11/10/2021 10:11:52,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,24,2,2,target,Zone2,response_button_image,760.5,,,redSquare.png,1,0,1,0,,,,,2,pos3Size2R,,pos3Size2,,41,71,59,71,10,pos3Size2L
43,1633943513427,11/10/2021 09:11:53,1633943512866,1,11/10/2021 10:11:52,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,26,2,1,noTarget,Zone1,response_button_image,854.2999999821186,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
44,1633943513427,11/10/2021 09:11:53,1633943513583,1,11/10/2021 10:11:53,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,26,2,2,target,Zone2,response_button_image,713.0999999940395,,,redSquare.png,1,0,1,0,,,,,2,pos5Size2R,,pos5Size2,,8,46,92,46,10,pos5Size2L
45,1633943514494,11/10/2021 09:11:54,1633943514907,1,11/10/2021 10:11:54,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,23,2,1,noTarget,Zone1,response_button_image,1318.5,,,orangeSquare.png,1,0,1,0,,,,,2,pos2Size2R,,pos2Size2,,20,25,80,25,10,pos2Size2L
46,1633943515452,11/10/2021 09:11:55,1633943515575,1,11/10/2021 10:11:55,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,23,2,2,target,Zone2,response_button_image,665.2000000178814,,,redSquare.png,1,0,1,0,,,,,2,pos2Size2R,,pos2Size2,,20,25,80,25,10,pos2Size2L
47,1633943516452,11/10/2021 09:11:56,1633943516245,1,11/10/2021 10:11:56,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,25,2,1,noTarget,Zone1,response_button_image,653.7000000178814,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
48,1633943517468,11/10/2021 09:11:57,1633943517322,1,11/10/2021 10:11:57,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,25,2,2,target,Zone2,response_button_image,1071.2999999821186,,,redSquare.png,1,0,1,0,,,,,2,pos4Size2R,,pos4Size2,,74,74,26,74,10,pos4Size2L
49,1633943518455,11/10/2021 09:11:58,1633943518275,1,11/10/2021 10:11:58,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,17,2,1,noTarget,Zone1,response_button_image,947.0999999940395,,,orangeSquare.png,1,0,1,0,,,,,2,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
50,1633943519546,11/10/2021 09:11:59,1633943519027,1,11/10/2021 10:11:59,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,17,2,2,target,Zone2,response_button_image,745.1999999880791,,,redSquare.png,1,0,1,0,,,,,2,pos1Size1R,,pos1Size1,,40,40,60,40,20,pos1Size1L
51,1633943520483,11/10/2021 09:12:00,1633943519999,1,11/10/2021 10:11:59,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,20,2,1,noTarget,Zone1,response_button_image,964.8000000119209,,,orangeSquare.png,1,0,1,0,,,,,2,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
52,1633943520483,11/10/2021 09:12:00,1633943520817,1,11/10/2021 10:12:00,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,20,2,2,target,Zone2,response_button_image,809.8000000119209,,,redSquare.png,1,0,1,0,,,,,2,pos4Size1R,,pos4Size1,,74,74,26,74,20,pos4Size1L
53,1633943521474,11/10/2021 09:12:01,1633943521841,1,11/10/2021 10:12:01,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,21,2,1,noTarget,Zone1,response_button_image,1015.7999999821186,,,orangeSquare.png,1,0,1,0,,,,,2,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
54,1633943522473,11/10/2021 09:12:02,1633943522535,1,11/10/2021 10:12:02,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,21,2,2,target,Zone2,response_button_image,690.6999999880791,,,redSquare.png,1,0,1,0,,,,,2,pos5Size1R,,pos5Size1,,8,46,92,46,20,pos5Size1L
55,1633943523537,11/10/2021 09:12:03,1633943523271,1,11/10/2021 10:12:03,53563,20,task-osyu,,16292017,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Fitts's Law,8,oneFirst,,,,,168,Right,168,Right,right,right,18,2,1,noTarget,Zone1,response_button_image,728.2000000178814,,,orangeSquare.png,1,0,1,0,,,,,2,pos2Size1R,,pos2Size1,,20,25,80,25,20,pos2Size1L
