"","X1","Participant.Private.ID","Eye.Condition","Trial.Number","Attempt","Reaction.Time","X.Coordinate","Y.Coordinate","VS_Puzzle","Correct"
"337",262,4408537,"Mono",1,1,2032.89999985695,355,30,"Image5_three.PNG",1
"338",263,4408537,"Mono",1,2,2767.29999995232,414,147,"Image5_three.PNG",1
"339",264,4408537,"Mono",1,3,3514.89999985695,109,167,"Image5_three.PNG",1
"340",278,4379880,"Mono",2,1,1667,106,170,"Image5_three.PNG",1
"341",279,4379880,"Mono",2,2,6543,356,31,"Image5_three.PNG",1
"342",284,4372219,"Mono",1,1,2490.79999999702,413,152,"Image5_three.PNG",1
"343",285,4372219,"Mono",1,2,5639.69999999553,353,32,"Image5_three.PNG",1
"344",286,4372219,"Mono",1,3,7711.19999999553,103,174,"Image5_three.PNG",1
"345",300,4354253,"Mono",2,1,1391.40000000037,95,166,"Image5_three.PNG",1
"346",301,4354253,"Mono",2,2,4347.5,354,30,"Image5_three.PNG",1
"347",302,4354253,"Mono",2,3,6838.09999999963,414,144,"Image5_three.PNG",1
"348",312,4336146,"Mono",2,1,1710,101,167,"Image5_three.PNG",1
"349",313,4336146,"Mono",2,2,4200.29999999702,418,152,"Image5_three.PNG",1
"350",314,4336146,"Mono",2,3,5476.19999999553,370,27,"Image5_three.PNG",1
"351",319,4333569,"Mono",1,1,2602.80000019073,350,33,"Image5_three.PNG",1
"352",320,4333569,"Mono",1,2,4178.90000009537,417,153,"Image5_three.PNG",1
"353",321,4333569,"Mono",1,3,6795.90000009537,113,169,"Image5_three.PNG",1
"354",335,4332728,"Mono",2,1,1742,355,32,"Image5_three.PNG",1
"355",336,4332728,"Mono",2,2,2715,420,155,"Image5_three.PNG",1
"356",337,4332728,"Mono",2,3,5106,98,172,"Image5_three.PNG",1
"357",345,4333147,"Binoc",2,1,5369.20000004768,419,148,"Image5_three.PNG",1
"358",346,4333147,"Binoc",2,2,9170,116,170,"Image5_three.PNG",1
"359",351,4333590,"Binoc",1,1,2184.39999999991,99,170,"Image5_three.PNG",1
"360",352,4333590,"Binoc",1,2,5844.69999999972,418,148,"Image5_three.PNG",1
"361",353,4333590,"Binoc",1,3,7167.09999999963,347,27,"Image5_three.PNG",1
"362",362,4334401,"Binoc",1,1,1856.90000009537,91,169,"Image5_three.PNG",1
"363",363,4334401,"Binoc",1,2,9457,408,143,"Image5_three.PNG",1
"364",364,4334401,"Binoc",1,3,9746.19999980927,419,154,"Image5_three.PNG",1
"365",380,4336342,"Binoc",2,1,2210,101,168,"Image5_three.PNG",1
"366",381,4336342,"Binoc",2,2,6022,415,153,"Image5_three.PNG",1
"367",382,4336342,"Binoc",2,3,6800,355,26,"Image5_three.PNG",1
"368",387,4339358,"Binoc",1,1,3566.80000001192,93,165,"Image5_three.PNG",1
"369",388,4339358,"Binoc",1,2,6919,417,147,"Image5_three.PNG",1
"370",401,4373538,"Binoc",2,1,2447.09999996424,102,168,"Image5_three.PNG",1
"371",402,4373538,"Binoc",2,2,5624.39999997616,354,33,"Image5_three.PNG",1
"372",403,4373538,"Binoc",2,3,6808.30000001192,428,148,"Image5_three.PNG",1
"373",413,4381159,"Binoc",2,1,2010.17500006128,99,170,"Image5_three.PNG",1
"374",422,4384320,"Binoc",2,1,2497.5,422,149,"Image5_three.PNG",1
"375",423,4384320,"Binoc",2,2,3407.39999997616,345,33,"Image5_three.PNG",1
"376",424,4384320,"Binoc",2,3,8403.60000002384,104,167,"Image5_three.PNG",1
"377",429,4404605,"Binoc",1,1,1379.80000000028,349,34,"Image5_three.PNG",1
"378",430,4404605,"Binoc",1,2,2670.20000000019,410,150,"Image5_three.PNG",1
"379",431,4404605,"Binoc",1,3,4677.60000000009,110,169,"Image5_three.PNG",1
"380",441,4424285,"Binoc",1,1,2245.10000002384,362,35,"Image5_three.PNG",1
"381",442,4424285,"Binoc",1,2,5636.10000002384,109,168,"Image5_three.PNG",1
"382",443,4424285,"Binoc",1,3,6935.5,420,146,"Image5_three.PNG",1
"383",457,4443776,"Binoc",2,1,3798.80000019073,116,166,"Image5_three.PNG",1
"384",458,4443776,"Binoc",2,2,5982.90000009537,431,150,"Image5_three.PNG",1
"385",459,4443776,"Binoc",2,3,7520.7000002861,356,28,"Image5_three.PNG",1
"386",464,4448050,"Binoc",1,1,4087,424,144,"Image5_three.PNG",1
"387",465,4448050,"Binoc",1,2,8394,105,168,"Image5_three.PNG",1
"388",474,4449137,"Binoc",1,1,4341.90000009537,115,167,"Image5_three.PNG",1
"389",475,4449137,"Binoc",1,2,8118.20000004768,429,152,"Image5_three.PNG",1
"390",484,4449574,"Binoc",1,1,1641.09999990463,358,30,"Image5_three.PNG",1
"391",485,4449574,"Binoc",1,2,3617.40000009537,413,150,"Image5_three.PNG",1
"392",486,4449574,"Binoc",1,3,5621.5,108,170,"Image5_three.PNG",1
"393",498,4449717,"Binoc",2,1,2120.59999999404,96,170,"Image5_three.PNG",1
"394",503,4450348,"Binoc",1,1,1380.30000019073,354,30,"Image5_three.PNG",1
"395",504,4450348,"Binoc",1,2,4511.90000009537,398,147,"Image5_three.PNG",1
"396",505,4450348,"Binoc",1,3,5391.70000004768,88,175,"Image5_three.PNG",1
"397",518,4452039,"Binoc",2,1,2267.29999999981,361,30,"Image5_three.PNG",1
"398",519,4452039,"Binoc",2,2,3818.79999999981,428,146,"Image5_three.PNG",1
"399",520,4452039,"Binoc",2,3,7919.19999999972,103,170,"Image5_three.PNG",1
"400",528,4454520,"Binoc",2,1,3136.79999999888,103.798449612403,162,"Image5_three.PNG",1
"401",529,4454520,"Binoc",2,2,8321.29999999888,338.343023255814,34,"Image5_three.PNG",1
"402",534,4332728,"Binoc",1,1,1993,414,148,"Image5_three.PNG",1
"403",535,4332728,"Binoc",1,2,2819,99,168,"Image5_three.PNG",1
"404",550,4336146,"Binoc",2,1,1313.60000000149,361,32,"Image5_three.PNG",1
"405",551,4336146,"Binoc",2,2,2057.30000000447,420,148,"Image5_three.PNG",1
"406",552,4336146,"Binoc",2,3,3465.89999999851,113,173,"Image5_three.PNG",1
"407",561,4372219,"Binoc",2,1,4168.20000000298,413,150,"Image5_three.PNG",1
"408",562,4372219,"Binoc",2,2,8531,100,166,"Image5_three.PNG",1
"409",570,4379880,"Binoc",2,1,5151,102,172,"Image5_three.PNG",1
"410",571,4379880,"Binoc",2,2,8084,422,155,"Image5_three.PNG",1
"411",572,4379880,"Binoc",2,3,9363,354,29,"Image5_three.PNG",1
"412",582,4392148,"Binoc",2,1,2838.89999997616,100,165,"Image5_three.PNG",1
"413",583,4392148,"Binoc",2,2,4515.79999998212,416,152,"Image5_three.PNG",1
"414",584,4392148,"Binoc",2,3,6704.39999997616,355,33,"Image5_three.PNG",1
"415",592,4445309,"Binoc",2,1,2750.20000004768,364,34,"Image5_three.PNG",1
"416",593,4445309,"Binoc",2,2,7876.39999997616,425,145,"Image5_three.PNG",1
"417",598,4447985,"Binoc",1,1,4356.20000004768,87.1692607003891,165,"Image5_three.PNG",1
"418",612,4449369,"Binoc",1,1,7214.5,410,146,"Image5_three.PNG",1
"419",623,4449420,"Binoc",2,1,4605.80000001192,416.809338521401,146.657657657658,"Image5_three.PNG",1
"420",628,4452506,"Binoc",2,1,3183,97,170,"Image5_three.PNG",1
"421",629,4452506,"Binoc",2,2,9449.00000000001,357,30,"Image5_three.PNG",1
"422",639,4450899,"Binoc",2,1,2147.69999980927,350,33,"Image5_three.PNG",1
"423",640,4450899,"Binoc",2,2,3894.19999980927,98,176,"Image5_three.PNG",1
"424",641,4450899,"Binoc",2,3,5086.69999980927,420,151,"Image5_three.PNG",1
"425",651,4429865,"Binoc",2,1,1741.16500001401,96,170,"Image5_three.PNG",1
"426",652,4429865,"Binoc",2,2,4934.93999959901,362,32,"Image5_three.PNG",1
"427",653,4429865,"Binoc",2,3,6265.33999992535,431,154,"Image5_three.PNG",1
"428",658,4408537,"Binoc",1,1,2317.70000004768,102,168,"Image5_three.PNG",1
"429",659,4408537,"Binoc",1,2,3336.30000019073,419,144,"Image5_three.PNG",1
"430",660,4408537,"Binoc",1,3,9966.5,364,39,"Image5_three.PNG",1
"431",672,4354253,"Binoc",2,1,1835.20000000112,101,172,"Image5_three.PNG",1
"432",673,4354253,"Binoc",2,2,9686.90000000037,353,33,"Image5_three.PNG",1
"433",678,4334877,"Binoc",1,1,3301,372,24,"Image5_three.PNG",1
"434",679,4334877,"Binoc",1,2,4164.70000004768,358,28,"Image5_three.PNG",1
"435",680,4334877,"Binoc",1,3,6490.60000002384,91,170,"Image5_three.PNG",1
"436",690,4333569,"Binoc",1,1,3446.5,358,32,"Image5_three.PNG",1
"437",691,4333569,"Binoc",1,2,6418.80000019073,421,151,"Image5_three.PNG",1
"438",692,4333569,"Binoc",1,3,7911.30000019073,99,177,"Image5_three.PNG",1
"439",8,4333590,"Mono",2,1,1749.40000000014,420,147,"Image6_many.PNG",1
"440",9,4333590,"Mono",2,2,2856,94,176,"Image6_many.PNG",1
"441",10,4333590,"Mono",2,3,4171.19999999995,158,53,"Image6_many.PNG",1
"442",11,4333590,"Mono",2,4,7359.80000000005,497,89,"Image6_many.PNG",1
"443",16,4334401,"Mono",1,1,4087.59999990463,355,33,"Image6_many.PNG",1
"444",17,4334401,"Mono",1,2,9328.59999990463,481,94,"Image6_many.PNG",1
"445",26,4339358,"Mono",2,1,2551.10000002384,342,29,"Image6_many.PNG",1
"446",27,4339358,"Mono",2,2,4750.89999997616,483,95,"Image6_many.PNG",1
"447",28,4339358,"Mono",2,3,6353,409,150,"Image6_many.PNG",1
"448",33,4384320,"Mono",1,1,2663.69999992847,104,173,"Image6_many.PNG",1
"449",34,4384320,"Mono",1,2,3953.89999997616,177,53,"Image6_many.PNG",1
"450",35,4384320,"Mono",1,3,8093.79999995232,354,29,"Image6_many.PNG",1
"451",36,4384320,"Mono",1,4,9979.60000002384,431,152,"Image6_many.PNG",1
"452",46,4443776,"Mono",2,1,1819.09999990463,344,26,"Image6_many.PNG",1
"453",47,4443776,"Mono",2,2,3519.90000009537,96,171,"Image6_many.PNG",1
"454",48,4443776,"Mono",2,3,6144.5,173,47,"Image6_many.PNG",1
"455",49,4443776,"Mono",2,4,8134.69999980927,429,153,"Image6_many.PNG",1
"456",50,4443776,"Mono",2,5,9592.40000009537,487,88,"Image6_many.PNG",1
"457",56,4448050,"Mono",2,1,5620,490,86,"Image6_many.PNG",1
"458",57,4448050,"Mono",2,2,7920,411,154,"Image6_many.PNG",1
"459",62,4449137,"Mono",1,1,1729.39999985695,485,92,"Image6_many.PNG",1
"460",63,4449137,"Mono",1,2,3641.59999990463,371,30,"Image6_many.PNG",1
"461",64,4449137,"Mono",1,3,5469.19999980927,110,172,"Image6_many.PNG",1
"462",74,4449717,"Mono",2,1,3426.29999999702,105,163,"Image6_many.PNG",1
"463",75,4449717,"Mono",2,2,4862.5,97,175,"Image6_many.PNG",1
"464",76,4449717,"Mono",2,3,7000.69999998808,163,52,"Image6_many.PNG",1
"465",77,4449717,"Mono",2,4,9800.39999999106,356,215,"Image6_many.PNG",0
"466",84,4452039,"Mono",2,1,3073.30000000005,151,48,"Image6_many.PNG",1
"467",85,4452039,"Mono",2,2,5346.69999999995,105,175,"Image6_many.PNG",1
"468",86,4452039,"Mono",2,3,7440.30000000005,430,150,"Image6_many.PNG",1
"469",87,4452039,"Mono",2,4,9253.89999999991,492,90,"Image6_many.PNG",1
"470",94,4454520,"Mono",2,1,2953.69999999925,150,48.2152466367713,"Image6_many.PNG",1
"471",95,4454520,"Mono",2,2,4439.79999999888,375,28.1255605381166,"Image6_many.PNG",1
"472",96,4454520,"Mono",2,3,5853.29999999888,466,92.4125560538117,"Image6_many.PNG",1
"473",101,4449574,"Mono",1,1,2153.69999980927,356,35,"Image6_many.PNG",1
"474",102,4449574,"Mono",1,2,3458.5,477,92,"Image6_many.PNG",1
"475",103,4449574,"Mono",1,3,5351.40000009537,103,172,"Image6_many.PNG",1
"476",110,4424285,"Mono",1,1,2010.69999998808,357,35,"Image6_many.PNG",1
"477",111,4424285,"Mono",1,2,3108.69999998808,167,57,"Image6_many.PNG",1
"478",112,4424285,"Mono",1,3,4076.09999999404,475,89,"Image6_many.PNG",1
"479",122,4404605,"Mono",2,1,1145.79999999981,481,90,"Image6_many.PNG",1
"480",123,4404605,"Mono",2,2,1770.20000000019,363,29,"Image6_many.PNG",1
"481",124,4404605,"Mono",2,3,3138.70000000019,161,49,"Image6_many.PNG",1
"482",125,4404605,"Mono",2,4,4197.20000000019,104,171,"Image6_many.PNG",1
"483",126,4404605,"Mono",2,5,7525.60000000009,413,156,"Image6_many.PNG",1
"484",131,4381159,"Mono",1,1,2019.09499999601,169,54,"Image6_many.PNG",1
"485",132,4381159,"Mono",1,2,3124.1549999686,108,171,"Image6_many.PNG",1
"486",133,4381159,"Mono",1,3,5778.69499998633,483,95,"Image6_many.PNG",1
"487",141,4373538,"Mono",2,1,2284,98,170,"Image6_many.PNG",1
"488",142,4373538,"Mono",2,2,3326,167,46,"Image6_many.PNG",1
"489",143,4373538,"Mono",2,3,6614.30000001192,415,146,"Image6_many.PNG",1
"490",144,4373538,"Mono",2,4,7888.20000004768,356,31,"Image6_many.PNG",1
"491",149,4336342,"Mono",1,1,3563,477,89,"Image6_many.PNG",1
"492",150,4336342,"Mono",1,2,5414,420,156,"Image6_many.PNG",1
"493",151,4336342,"Mono",1,3,6631,367,36,"Image6_many.PNG",1
"494",158,4333147,"Mono",1,1,3282.40000009537,102,174,"Image6_many.PNG",1
"495",159,4333147,"Mono",1,2,6416.29999995232,176,49,"Image6_many.PNG",1
"496",168,4450348,"Mono",2,1,2269.20000004768,172,51,"Image6_many.PNG",1
"497",169,4450348,"Mono",2,2,3684.70000004768,349,31,"Image6_many.PNG",1
"498",170,4450348,"Mono",2,3,4765.90000009537,504,93,"Image6_many.PNG",1
"499",171,4450348,"Mono",2,4,5698.10000014305,431,149,"Image6_many.PNG",1
"500",172,4450348,"Mono",2,5,8634.5,93,173,"Image6_many.PNG",1
"501",179,4334877,"Mono",2,1,1585.30000007153,94,172,"Image6_many.PNG",1
"502",180,4334877,"Mono",2,2,2909.5,167,51,"Image6_many.PNG",1
"503",181,4334877,"Mono",2,3,5448.10000002384,422,148,"Image6_many.PNG",1
"504",182,4334877,"Mono",2,4,6878.70000004768,355,29,"Image6_many.PNG",1
"505",190,4392148,"Mono",2,1,1492.30000001192,162,47,"Image6_many.PNG",1
"506",191,4392148,"Mono",2,2,2596.30000001192,101,168,"Image6_many.PNG",1
"507",192,4392148,"Mono",2,3,4713.60000002384,354,29,"Image6_many.PNG",1
"508",193,4392148,"Mono",2,4,5808.20000001788,476,91,"Image6_many.PNG",1
"509",194,4392148,"Mono",2,5,7684.60000002384,420,146,"Image6_many.PNG",1
"510",199,4447985,"Mono",1,1,2599.5,486,86.6133333333333,"Image6_many.PNG",1
"511",200,4447985,"Mono",1,2,4311.79999995232,430,154.311111111111,"Image6_many.PNG",1
"512",208,4449420,"Mono",2,1,2678.59999999404,429.836257309942,153,"Image6_many.PNG",1
"513",209,4449420,"Mono",2,2,7589.90000000596,180.350877192982,54,"Image6_many.PNG",1
"514",217,4450899,"Mono",2,1,1694.5,350,29,"Image6_many.PNG",1
"515",218,4450899,"Mono",2,2,6231.70000004768,100,175,"Image6_many.PNG",1
"516",223,4452506,"Mono",1,1,3899,480,87,"Image6_many.PNG",1
"517",224,4452506,"Mono",1,2,6632,413,149,"Image6_many.PNG",1
"518",230,4449369,"Mono",1,1,3017.40000009537,479,95,"Image6_many.PNG",1
"519",237,4449101,"Mono",2,1,2990.79999998212,105.204678362573,171,"Image6_many.PNG",1
"520",238,4449101,"Mono",2,2,6734.69999998808,354.690058479532,28,"Image6_many.PNG",1
"521",239,4449101,"Mono",2,3,7990.90000000596,505.98440545809,94,"Image6_many.PNG",1
"522",245,4445309,"Mono",2,1,3101.20000004768,163,57,"Image6_many.PNG",1
"523",253,4429865,"Mono",2,1,1075.25999983773,164,45,"Image6_many.PNG",1
"524",254,4429865,"Mono",2,2,2037.3899997212,99,170,"Image6_many.PNG",1
"525",255,4429865,"Mono",2,3,3179.88499999046,420,146,"Image6_many.PNG",1
"526",256,4429865,"Mono",2,4,4200.33499971032,372,35,"Image6_many.PNG",1
"527",257,4429865,"Mono",2,5,6916.60499991849,484,89,"Image6_many.PNG",1
"528",265,4408537,"Mono",2,1,1403.59999990463,162,52,"Image6_many.PNG",1
"529",266,4408537,"Mono",2,2,2375.29999995232,356,23,"Image6_many.PNG",1
"530",267,4408537,"Mono",2,3,3623.39999985695,472,92,"Image6_many.PNG",1
"531",268,4408537,"Mono",2,4,4485.5,422,155,"Image6_many.PNG",1
"532",269,4408537,"Mono",2,5,6180.09999990463,112,170,"Image6_many.PNG",1
"533",274,4379880,"Mono",1,1,1776,93,168,"Image6_many.PNG",1
"534",275,4379880,"Mono",1,2,4312,420,154,"Image6_many.PNG",1
"535",276,4379880,"Mono",1,3,5955,355,32,"Image6_many.PNG",1
"536",277,4379880,"Mono",1,4,7258,163,54,"Image6_many.PNG",1
"537",287,4372219,"Mono",2,1,1613.20000000298,98,174,"Image6_many.PNG",1
"538",288,4372219,"Mono",2,2,4642.70000000298,160,50,"Image6_many.PNG",1
"539",289,4372219,"Mono",2,3,5600.20000000298,354,30,"Image6_many.PNG",1
"540",290,4372219,"Mono",2,4,7451.10000000149,480,90,"Image6_many.PNG",1
"541",291,4372219,"Mono",2,5,8164,413,156,"Image6_many.PNG",1
"542",296,4354253,"Mono",1,1,1622.70000000112,162,55,"Image6_many.PNG",1
"543",297,4354253,"Mono",1,2,2649,96,169,"Image6_many.PNG",1
"544",298,4354253,"Mono",1,3,5177.90000000037,480,93,"Image6_many.PNG",1
"545",299,4354253,"Mono",1,4,7142.80000000075,347,29,"Image6_many.PNG",1
"546",307,4336146,"Mono",1,1,2589.39999999851,91,172,"Image6_many.PNG",1
"547",308,4336146,"Mono",1,2,3635.70000000298,164,54,"Image6_many.PNG",1
"548",309,4336146,"Mono",1,3,4333.10000000149,365,34,"Image6_many.PNG",1
"549",310,4336146,"Mono",1,4,5224.89999999851,473,95,"Image6_many.PNG",1
"550",311,4336146,"Mono",1,5,6145.5,435,152,"Image6_many.PNG",1
"551",322,4333569,"Mono",2,1,2119.80000019073,350,24,"Image6_many.PNG",1
"552",323,4333569,"Mono",2,2,4111.19999980927,483,100,"Image6_many.PNG",1
"553",324,4333569,"Mono",2,3,5546.69999980927,415,153,"Image6_many.PNG",1
"554",325,4333569,"Mono",2,4,8695.5,163,52,"Image6_many.PNG",1
"555",330,4332728,"Mono",1,1,1436,421,150,"Image6_many.PNG",1
"556",331,4332728,"Mono",1,2,2083,482,94,"Image6_many.PNG",1
"557",332,4332728,"Mono",1,3,3135,157,49,"Image6_many.PNG",1
"558",333,4332728,"Mono",1,4,5793,94,170,"Image6_many.PNG",1
"559",334,4332728,"Mono",1,5,8145,355,34,"Image6_many.PNG",1
"560",342,4333147,"Binoc",1,1,3567,106,174,"Image6_many.PNG",1
"561",343,4333147,"Binoc",1,2,5887.79999995232,173,50,"Image6_many.PNG",1
"562",344,4333147,"Binoc",1,3,7769.79999995232,408,150,"Image6_many.PNG",1
"563",354,4333590,"Binoc",2,1,2808.30000000028,422,150,"Image6_many.PNG",1
"564",355,4333590,"Binoc",2,2,3772.70000000019,490,86,"Image6_many.PNG",1
"565",356,4333590,"Binoc",2,3,5433.90000000037,107,174,"Image6_many.PNG",1
"566",357,4333590,"Binoc",2,4,6926,159,50,"Image6_many.PNG",1
"567",365,4334401,"Binoc",2,1,1508,157,47,"Image6_many.PNG",1
"568",366,4334401,"Binoc",2,2,2396.09999990463,352,31,"Image6_many.PNG",1
"569",367,4334401,"Binoc",2,3,5257.59999990463,416,163,"Image6_many.PNG",0
"570",368,4334401,"Binoc",2,4,6261.5,416,151,"Image6_many.PNG",1
"571",369,4334401,"Binoc",2,5,7084,421,154,"Image6_many.PNG",1
"572",370,4334401,"Binoc",2,6,9668.09999990463,100,175,"Image6_many.PNG",1
"573",375,4336342,"Binoc",1,1,2632,106,171,"Image6_many.PNG",1
"574",376,4336342,"Binoc",1,2,3929,173,54,"Image6_many.PNG",1
"575",377,4336342,"Binoc",1,3,4874,350,28,"Image6_many.PNG",1
"576",378,4336342,"Binoc",1,4,7517,480,85,"Image6_many.PNG",1
"577",379,4336342,"Binoc",1,5,9510,479,95,"Image6_many.PNG",1
"578",389,4339358,"Binoc",2,1,2087.80000001192,172,52,"Image6_many.PNG",1
"579",390,4339358,"Binoc",2,2,4855.59999996424,345,28,"Image6_many.PNG",1
"580",391,4339358,"Binoc",2,3,5953.89999997616,482,93,"Image6_many.PNG",1
"581",392,4339358,"Binoc",2,4,8597.19999998808,99,175,"Image6_many.PNG",1
"582",397,4373538,"Binoc",1,1,1656.5,167,50,"Image6_many.PNG",1
"583",398,4373538,"Binoc",1,2,2375.09999996424,349,34,"Image6_many.PNG",1
"584",399,4373538,"Binoc",1,3,3621.5,423,152,"Image6_many.PNG",1
"585",400,4373538,"Binoc",1,4,9656.59999996424,112,165,"Image6_many.PNG",1
"586",408,4381159,"Binoc",1,1,1606.48999991827,162,52,"Image6_many.PNG",1
"587",409,4381159,"Binoc",1,2,2966.17499995045,96,170,"Image6_many.PNG",1
"588",410,4381159,"Binoc",1,3,5486.9249999756,411,149,"Image6_many.PNG",1
"589",411,4381159,"Binoc",1,4,7014.93999990635,479,90,"Image6_many.PNG",1
"590",412,4381159,"Binoc",1,5,7918.07000001427,362,35,"Image6_many.PNG",1
"591",418,4384320,"Binoc",1,1,1945.70000004768,91,172,"Image6_many.PNG",1
"592",419,4384320,"Binoc",1,2,2615.60000002384,152,50,"Image6_many.PNG",1
"593",420,4384320,"Binoc",1,3,4681.70000004768,413,149,"Image6_many.PNG",1
"594",421,4384320,"Binoc",1,4,6557.60000002384,353,33,"Image6_many.PNG",1
"595",432,4404605,"Binoc",2,1,1268.20000000019,164,48,"Image6_many.PNG",1
"596",433,4404605,"Binoc",2,2,2291.79999999981,100,180,"Image6_many.PNG",1
"597",434,4404605,"Binoc",2,3,3411.79999999981,341,34,"Image6_many.PNG",1
"598",435,4404605,"Binoc",2,4,4364.89999999991,435,151,"Image6_many.PNG",1
"599",436,4404605,"Binoc",2,5,8734.5,467,88,"Image6_many.PNG",1
"600",444,4424285,"Binoc",2,1,1358.40000000596,166,51,"Image6_many.PNG",1
"601",445,4424285,"Binoc",2,2,2325.69999998808,348,37,"Image6_many.PNG",1
"602",446,4424285,"Binoc",2,3,3242.09999999404,397,151,"Image6_many.PNG",1
"603",447,4424285,"Binoc",2,4,4190,455,89,"Image6_many.PNG",1
"604",448,4424285,"Binoc",2,5,5728.90000000596,113,170,"Image6_many.PNG",1
"605",453,4443776,"Binoc",1,1,1683.90000009537,167,53,"Image6_many.PNG",1
"606",454,4443776,"Binoc",1,2,2739.69999980927,105,176,"Image6_many.PNG",1
"607",455,4443776,"Binoc",1,3,4877.40000009537,426,148,"Image6_many.PNG",1
"608",456,4443776,"Binoc",1,4,5918.80000019073,342,30,"Image6_many.PNG",1
"609",466,4448050,"Binoc",2,1,2499,471,82,"Image6_many.PNG",1
"610",467,4448050,"Binoc",2,2,7793,178,47,"Image6_many.PNG",1
"611",468,4448050,"Binoc",2,3,9291,124,177,"Image6_many.PNG",1
"612",469,4448050,"Binoc",2,4,9664,110,174,"Image6_many.PNG",1
"613",476,4449137,"Binoc",2,1,1658.79999995232,462,89,"Image6_many.PNG",1
"614",477,4449137,"Binoc",2,2,2746.59999990463,360,29,"Image6_many.PNG",1
"615",478,4449137,"Binoc",2,3,5038.79999995232,426,151,"Image6_many.PNG",1
"616",479,4449137,"Binoc",2,4,9578.79999995232,154,49,"Image6_many.PNG",1
"617",487,4449574,"Binoc",2,1,2306.09999990463,162,55,"Image6_many.PNG",1
"618",488,4449574,"Binoc",2,2,3669.69999980927,358,28,"Image6_many.PNG",1
"619",489,4449574,"Binoc",2,3,5126.19999980927,479,92,"Image6_many.PNG",1
"620",490,4449574,"Binoc",2,4,7211.09999990463,89,169,"Image6_many.PNG",1
"621",495,4449717,"Binoc",1,1,2450.09999999404,105,172,"Image6_many.PNG",1
"622",496,4449717,"Binoc",1,2,5098.70000000298,420,150,"Image6_many.PNG",1
"623",497,4449717,"Binoc",1,3,6126.5,485,95,"Image6_many.PNG",1
"624",506,4450348,"Binoc",2,1,1347.29999995232,169,52,"Image6_many.PNG",1
"625",507,4450348,"Binoc",2,2,2378.29999995232,359,37,"Image6_many.PNG",1
"626",508,4450348,"Binoc",2,3,3872.70000004768,469,88,"Image6_many.PNG",1
"627",509,4450348,"Binoc",2,4,6650.20000004768,425,153,"Image6_many.PNG",1
"628",510,4450348,"Binoc",2,5,8497.5,100,165,"Image6_many.PNG",1
"629",515,4452039,"Binoc",1,1,3292.70000000019,412,155,"Image6_many.PNG",1
"630",516,4452039,"Binoc",1,2,6640.10000000009,160,49,"Image6_many.PNG",1
"631",517,4452039,"Binoc",1,3,8725,107,177,"Image6_many.PNG",1
"632",525,4454520,"Binoc",1,1,3115.80000000075,97,170.762331838565,"Image6_many.PNG",1
"633",526,4454520,"Binoc",1,2,4982.90000000037,162,62.2780269058296,"Image6_many.PNG",0
"634",527,4454520,"Binoc",1,3,7422.40000000037,413,147.659192825112,"Image6_many.PNG",1
"635",536,4332728,"Binoc",2,1,2791,94,171,"Image6_many.PNG",1
"636",537,4332728,"Binoc",2,2,3446,160,50,"Image6_many.PNG",1
"637",538,4332728,"Binoc",2,3,4596,354,32,"Image6_many.PNG",1
"638",539,4332728,"Binoc",2,4,5705,419,155,"Image6_many.PNG",1
"639",540,4332728,"Binoc",2,5,6416,479,90,"Image6_many.PNG",1
"640",545,4336146,"Binoc",1,1,1820.5,162,54,"Image6_many.PNG",1
"641",546,4336146,"Binoc",1,2,3884.60000000149,417,155,"Image6_many.PNG",1
"642",547,4336146,"Binoc",1,3,6002.70000000298,110,166,"Image6_many.PNG",1
"643",548,4336146,"Binoc",1,4,7168.30000000447,489,85,"Image6_many.PNG",1
"644",549,4336146,"Binoc",1,5,8026.60000000149,489,92,"Image6_many.PNG",1
"645",557,4372219,"Binoc",1,1,2945.89999999851,417,148,"Image6_many.PNG",1
"646",558,4372219,"Binoc",1,2,4226,484,89,"Image6_many.PNG",1
"647",559,4372219,"Binoc",1,3,5418,153,56,"Image6_many.PNG",1
"648",560,4372219,"Binoc",1,4,6828.29999999702,163,52,"Image6_many.PNG",1
"649",567,4379880,"Binoc",1,1,1796.99999999999,89,176,"Image6_many.PNG",1
"650",568,4379880,"Binoc",1,2,4767.99999999999,427,156,"Image6_many.PNG",1
"651",569,4379880,"Binoc",1,3,8836.99999999999,352,28,"Image6_many.PNG",1
"652",577,4392148,"Binoc",1,1,1563.59999999404,353,30,"Image6_many.PNG",1
"653",578,4392148,"Binoc",1,2,2818.79999998212,476,94,"Image6_many.PNG",1
"654",579,4392148,"Binoc",1,3,3853,421,144,"Image6_many.PNG",1
"655",580,4392148,"Binoc",1,4,5189.29999998212,415,158,"Image6_many.PNG",1
"656",581,4392148,"Binoc",1,5,8229.79999998212,417,149,"Image6_many.PNG",1
"657",589,4445309,"Binoc",1,1,2660.39999997616,348,33,"Image6_many.PNG",1
"658",590,4445309,"Binoc",1,2,4435.5,414,159,"Image6_many.PNG",1
"659",591,4445309,"Binoc",1,3,8261.5,177,47,"Image6_many.PNG",1
"660",599,4447985,"Binoc",2,1,3646.19999980927,352,26.88,"Image6_many.PNG",1
"661",600,4447985,"Binoc",2,2,6166.09999990463,417,156.302222222222,"Image6_many.PNG",1
"662",605,4449101,"Binoc",1,1,2700.70000001788,476.927875243665,90,"Image6_many.PNG",1
