"","X1","Participant.Private.ID","Eye.Condition","Trial.Number","Attempt","Reaction.Time","X.Coordinate","Y.Coordinate","VS_Puzzle","Correct"
"663",606,4449101,"Binoc",1,2,5428.80000001192,348.678362573099,30,"Image6_many.PNG",1
"664",607,4449101,"Binoc",1,3,7916.5,115.224171539961,171,"Image6_many.PNG",1
"665",613,4449369,"Binoc",2,1,3029.20000004768,413,152,"Image6_many.PNG",1
"666",614,4449369,"Binoc",2,2,4767.5,485,88,"Image6_many.PNG",1
"667",615,4449369,"Binoc",2,3,7234.09999990463,166,50,"Image6_many.PNG",1
"668",616,4449369,"Binoc",2,4,9814.20000004768,102,168,"Image6_many.PNG",1
"669",621,4449420,"Binoc",1,1,5071.69999998808,485.945419103314,90,"Image6_many.PNG",1
"670",622,4449420,"Binoc",1,2,8307.59999999404,358.697855750487,31,"Image6_many.PNG",1
"671",634,4450899,"Binoc",1,1,3126.60000014305,350,33,"Image6_many.PNG",1
"672",635,4450899,"Binoc",1,2,4423.40000009537,172,53,"Image6_many.PNG",1
"673",636,4450899,"Binoc",1,3,5926.80000019073,107,179,"Image6_many.PNG",1
"674",637,4450899,"Binoc",1,4,8709.80000019073,89,162,"Image6_many.PNG",1
"675",638,4450899,"Binoc",1,5,9494.30000019073,92,168,"Image6_many.PNG",1
"676",646,4429865,"Binoc",1,1,1357.3399996385,165,51,"Image6_many.PNG",1
"677",647,4429865,"Binoc",1,2,2389.20999970287,363,29,"Image6_many.PNG",1
"678",648,4429865,"Binoc",1,3,3239.35499973595,411,145,"Image6_many.PNG",1
"679",649,4429865,"Binoc",1,4,5410.59499979019,415,151,"Image6_many.PNG",1
"680",650,4429865,"Binoc",1,5,6893.31499999389,104,175,"Image6_many.PNG",1
"681",661,4408537,"Binoc",2,1,1803.10000014305,169,57,"Image6_many.PNG",1
"682",662,4408537,"Binoc",2,2,3655,348,33,"Image6_many.PNG",1
"683",663,4408537,"Binoc",2,3,5283.70000004768,485,98,"Image6_many.PNG",1
"684",668,4354253,"Binoc",1,1,1559.30000000075,159,54,"Image6_many.PNG",1
"685",669,4354253,"Binoc",1,2,2724.09999999963,357,29,"Image6_many.PNG",1
"686",670,4354253,"Binoc",1,3,4857.5,480,91,"Image6_many.PNG",1
"687",671,4354253,"Binoc",1,4,7063.59999999963,94,171,"Image6_many.PNG",1
"688",681,4334877,"Binoc",2,1,1528.29999995232,92,174,"Image6_many.PNG",1
"689",682,4334877,"Binoc",2,2,2759.09999990463,355,31,"Image6_many.PNG",1
"690",683,4334877,"Binoc",2,3,3852.19999992847,172,53,"Image6_many.PNG",1
"691",684,4334877,"Binoc",2,4,4948.79999995232,472,85,"Image6_many.PNG",1
"692",685,4334877,"Binoc",2,5,5798.09999990463,477,95,"Image6_many.PNG",1
"693",693,4333569,"Binoc",2,1,2955.7999997139,418,154,"Image6_many.PNG",1
"694",694,4333569,"Binoc",2,2,4344.59999990463,479,91,"Image6_many.PNG",1
"695",695,4333569,"Binoc",2,3,5935.59999990463,349,30,"Image6_many.PNG",1
"696",696,4333569,"Binoc",2,4,6963.39999961853,160,51,"Image6_many.PNG",1
"697",697,4333569,"Binoc",2,5,8437.2999997139,113,170,"Image6_many.PNG",1
